"","시장구분","종목코드","종목명","산업분류","현재가(종가)","전일대비","시가총액(원)"
"1165","코스닥","281410","한국제6호스팩","금융",2055,0,9268050000
"1166","코스닥","279410","한화에이스스팩4호","금융",2040,-10,7129800000
"1167","코스닥","276920","IBKS제7호스팩","금융",2055,-5,7500750000
"1168","코스닥","277480","신한제4호스팩","금융",2055,5,12350550000
"1169","코스닥","273060","엔에이치스팩12호","금융",2030,-10,15245300000
"1170","코스닥","900070","글로벌에스엠","금융",570,9,30634061760
"1171","코스닥","900250","크리스탈신소재","금융",1530,20,103709293560
"1172","코스닥","900120","씨케이에이치","금융",232,5,25613834024
"1173","코스닥","900040","차이나그레이트","금융",518,0,65198876526
"1174","코스닥","900280","골든센츄리","금융",305,6,48427900000
"1175","코스닥","078070","유비쿼스홀딩스","금융",33400,-800,624467375200
"1176","코스닥","054620","APS홀딩스","금융",7600,140,154996079600
"1177","코스닥","042370","비츠로테크","금융",6090,100,136135086570
"1178","코스닥","039020","이건홀딩스","금융",2010,40,45395265090
"1179","코스닥","030530","원익홀딩스","금융",3750,100,289642428750
"1180","코스닥","028080","휴맥스홀딩스","금융",2705,115,34022153730
"1181","코스닥","014470","부방","금융",2140,55,128511836400
"1182","코스닥","003380","하림지주","금융",6060,250,567120239880
"1183","코스닥","900300","오가닉티코스메틱","금융",1260,100,71725500000
"1184","코스닥","900290","GRT","금융",1770,40,119253750000
"1185","코스닥","900260","로스웰","금융",395,9,56003593750
"1186","코스닥","900270","헝셩그룹","금융",827,17,6.616e+10
"1187","코스닥","900110","이스트아시아홀딩스","금융",230,0,25070157780
"1188","코스닥","900080","에스앤씨엔진그룹","금융",197,0,24380639821
"1189","코스닥","261200","하나금융9호스팩","금융",2000,5,8.52e+09
"1190","코스닥","241520","DSC인베스트먼트","금융",3075,140,56024602725
"1191","코스닥","246690","TS인베스트먼트","금융",2545,30,57061455180
"1192","코스닥","038160","팍스넷","금융",862,0,10551204112
"1193","코스닥","023460","CNH","금융",1460,25,5.4312e+10
"1194","코스닥","205470","휴마시스","금융",2970,110,96266345670
"1195","코스닥","204620","글로벌텍스프리","금융",2985,5,111203840730
"1196","코스닥","078020","이베스트투자증권","금융",4515,70,250497572850
"1197","코스닥","041190","우리기술투자","금융",2420,100,2.0328e+11
"1198","코스닥","027830","대성창투","금융",1860,65,7.44e+10
"1199","코스닥","023760","한국캐피탈","금융",497,11,156857959272
"1200","코스닥","021880","메이슨캐피탈","금융",347,28,34416989576
"1201","코스닥","021080","에이티넘인베스트","금융",1685,65,8.088e+10
"1202","코스닥","019590","엠벤처투자","금융",1070,40,64352132600
"1203","코스닥","019570","리더스 기술투자","금융",618,-7,46533890844
"1204","코스닥","019550","SBI인베스트먼트","금융",614,15,99508877050
"1205","코스닥","016600","큐캐피탈","금융",750,-5,107390322750
"1206","코스닥","007330","푸른저축은행","금융",7380,230,111311064000
"1207","코스닥","317530","캐리소프트","오락·문화",5320,320,35969562720
"1208","코스닥","241840","에이스토리","오락·문화",8010,100,74639102400
"1209","코스닥","299900","위지윅스튜디오","오락·문화",4745,115,142439447995
"1210","코스닥","111710","남화산업","오락·문화",11350,250,233673800000
"1211","코스닥","018700","바른손","오락·문화",3500,140,103150204500
"1212","코스닥","078860","아이오케이","오락·문화",1470,20,74603296740
"1213","코스닥","253450","스튜디오드래곤","오락·문화",77700,-600,2183087949000
"1214","코스닥","052190","이에스에이","오락·문화",295,0,13511445155
"1215","코스닥","036260","이매진아시아","오락·문화",2220,0,97187539620
"1216","코스닥","206560","덱스터","오락·문화",5610,290,142203042960
"1217","코스닥","204630","화이브라더스코리아","오락·문화",3375,435,96570478125
"1218","코스닥","032800","판타지오","오락·문화",837,1,60853200291
"1219","코스닥","182360","큐브엔터","오락·문화",3430,15,91148020810
"1220","코스닥","160550","NEW","오락·문화",3780,70,105485080680
"1221","코스닥","173940","에프엔씨엔터","오락·문화",5810,220,83459952800
"1222","코스닥","060300","레드로버","오락·문화",610,0,35158995780
"1223","코스닥","054780","키이스트","오락·문화",2665,0,227475954615
"1224","코스닥","046140","SBS콘텐츠허브","오락·문화",5700,10,122342263500
"1225","코스닥","041510","에스엠","오락·문화",25600,450,600294425600
"1226","코스닥","035900","JYP Ent.","오락·문화",20100,300,713449339200
"1227","코스닥","122870","와이지엔터테인먼트","오락·문화",28850,800,525179889650
"1228","코스닥","058420","제이웨이","오락·문화",1385,-20,28550680850
"1229","코스닥","046390","삼화네트웍스","오락·문화",1525,50,65678597825
"1230","코스닥","047820","초록뱀","오락·문화",1725,15,148727076375
"1231","코스닥","086980","쇼박스","오락·문화",2810,75,1.75906e+11
"1232","코스닥","068050","팬엔터테인먼트","오락·문화",4050,30,55659137850
"1233","코스닥","025980","아난티","오락·문화",10200,200,863379040800
"1234","코스닥","034230","파라다이스","오락·문화",15300,300,1391422881600
"1235","코스닥","051780","큐로홀딩스","통신방송서비스",857,23,68005885225
"1236","코스닥","048550","SM C&C","통신방송서비스",1545,10,145324285170
"1237","코스닥","039290","인포뱅크","통신방송서비스",6570,200,57119435460
"1238","코스닥","122450","KMH","통신방송서비스",5700,430,129207497400
"1239","코스닥","033830","티비씨","통신방송서비스",801,27,8.01e+10
"1240","코스닥","058400","KNN","통신방송서비스",1440,330,190698796800
"1241","코스닥","115310","인포바인","통신방송서비스",19450,100,62101574350
"1242","코스닥","036630","세종텔레콤","통신방송서비스",299,6,179497511674
"1243","코스닥","063570","한국전자금융","통신방송서비스",6120,200,208984095360
"1244","코스닥","039340","한국경제TV","통신방송서비스",5150,170,1.1845e+11
"1245","코스닥","066790","씨씨에스","통신방송서비스",423,0,38895837705
"1246","코스닥","065530","전파기지국","통신방송서비스",4410,0,233112600000
"1247","코스닥","039420","케이엘넷","통신방송서비스",2325,105,56159747250
"1248","코스닥","052600","한네트","통신방송서비스",3100,65,35847470000
"1249","코스닥","040300","YTN","통신방송서비스",1970,60,8.274e+10
"1250","코스닥","036800","나이스정보통신","통신방송서비스",29900,1600,2.99e+11
"1251","코스닥","035760","CJ ENM","통신방송서비스",117700,7000,2581061425800
"1252","코스닥","028150","GS홈쇼핑","통신방송서비스",125400,7400,822937500000
"1253","코스닥","025770","한국정보통신","통신방송서비스",8300,90,310787449300
"1254","코스닥","239340","줌인터넷","IT S/W & SVC",4450,250,119202670650
"1255","코스닥","322510","제이엘케이","IT S/W & SVC",6390,300,95637449430
"1256","코스닥","290510","코리아센터","IT S/W & SVC",14600,900,350853300800
"1257","코스닥","279600","미디어젠","IT S/W & SVC",4315,50,20014182515
"1258","코스닥","322180","티라유텍","IT S/W & SVC",13150,450,71453812500
"1259","코스닥","158430","아톤","IT S/W & SVC",21400,50,88275107000
"1260","코스닥","300080","플리토","IT S/W & SVC",12200,350,63242494200
"1261","코스닥","234340","세틀뱅크","IT S/W & SVC",26000,450,2.40942e+11
"1262","코스닥","094840","슈프리마에이치큐","IT S/W & SVC",4430,80,46390251200
"1263","코스닥","060570","드림어스컴퍼니","IT S/W & SVC",5010,200,284867833470
"1264","코스닥","042420","네오위즈홀딩스","IT S/W & SVC",14700,450,130195930200
"1265","코스닥","299910","베스파","IT S/W & SVC",10750,50,86177600750
"1266","코스닥","108490","로보티즈","IT S/W & SVC",11000,400,1.23761e+11
"1267","코스닥","173130","오파스넷","IT S/W & SVC",7000,170,28181314000
"1268","코스닥","275630","에스에스알","IT S/W & SVC",5320,100,30827064520
"1269","코스닥","290270","휴네시온","IT S/W & SVC",4200,150,40352222400
"1270","코스닥","263700","케어랩스","IT S/W & SVC",20350,1700,130843886250
"1271","코스닥","042000","카페24","IT S/W & SVC",45900,5100,432864402300
"1272","코스닥","219420","링크제니시스","IT S/W & SVC",6980,60,6.98e+10
"1273","코스닥","215100","로보로보","IT S/W & SVC",4145,265,73774591830
"1274","코스닥","234300","에스트래픽","IT S/W & SVC",5900,-30,70334962000
"1275","코스닥","138580","비즈니스온","IT S/W & SVC",12700,300,121220738000
"1276","코스닥","038540","상상인","IT S/W & SVC",7670,150,424368160710
"1277","코스닥","263750","펄어비스","IT S/W & SVC",200700,-400,2625125895000
"1278","코스닥","263860","지니언스","IT S/W & SVC",4335,0,40942341000
"1279","코스닥","263720","디앤씨미디어","IT S/W & SVC",22650,-100,278031264150
"1280","코스닥","225570","넷게임즈","IT S/W & SVC",8290,1130,239073917280
"1281","코스닥","089230","THE E&M","IT S/W & SVC",635,65,78961091760
"1282","코스닥","066980","브레인콘텐츠","IT S/W & SVC",661,4,104714483741
"1283","코스닥","060240","룽투코리아","IT S/W & SVC",4525,195,115067510100
"1284","코스닥","056000","네스엠","IT S/W & SVC",3325,-45,47004195000
"1285","코스닥","250060","모비스","IT S/W & SVC",2125,-10,68364042250
"1286","코스닥","087260","모바일어플라이언스","IT S/W & SVC",3315,270,9.945e+10
"1287","코스닥","201490","미투온","IT S/W & SVC",5860,150,183170532200
"1288","코스닥","195440","퓨전","IT S/W & SVC",2075,0,8582183400
"1289","코스닥","220180","핸디소프트","IT S/W & SVC",3385,-15,6.5669e+10
"1290","코스닥","208860","엔지스테크널러지","IT S/W & SVC",4000,65,40186256000
"1291","코스닥","222810","한류AI센터","IT S/W & SVC",663,153,20031250161
"1292","코스닥","206400","엔터메이트","IT S/W & SVC",793,10,66068489695
"1293","코스닥","223310","이에스브이","IT S/W & SVC",166,0,26951005530
"1294","코스닥","213090","미래테크놀로지","IT S/W & SVC",7150,100,43763634200
"1295","코스닥","207760","미스터블루","IT S/W & SVC",8030,390,196855482120
"1296","코스닥","205500","액션스퀘어","IT S/W & SVC",1200,15,49599174000
"1297","코스닥","094360","칩스앤미디어","IT S/W & SVC",8540,-300,82328290100
"1298","코스닥","127710","아시아경제","IT S/W & SVC",1500,25,38263101000
"1299","코스닥","067730","로지시스","IT S/W & SVC",2930,50,27368901460
"1300","코스닥","214180","민앤지","IT S/W & SVC",14750,-200,187066521000
"1301","코스닥","205100","엑셈","IT S/W & SVC",3520,280,119265600960
"1302","코스닥","184230","SGA솔루션즈","IT S/W & SVC",849,0,31137952017
"1303","코스닥","215000","골프존","IT S/W & SVC",54900,11900,344520283500
"1304","코스닥","189690","포시에스","IT S/W & SVC",5960,10,46966725080
"1305","코스닥","124500","아이티센","IT S/W & SVC",5670,70,112874578110
"1306","코스닥","194510","파티게임즈","IT S/W & SVC",536,0,13125755600
"1307","코스닥","192250","케이사인","IT S/W & SVC",1195,0,77282152115
"1308","코스닥","194480","데브시스터즈","IT S/W & SVC",7110,460,79663070700
"1309","코스닥","042510","라온시큐어","IT S/W & SVC",2675,0,85090712100
"1310","코스닥","053300","한국정보인증","IT S/W & SVC",3530,40,110012450000
"1311","코스닥","131370","알서포트","IT S/W & SVC",6880,130,366477531040
"1312","코스닥","085810","알티캐스트","IT S/W & SVC",1230,10,26104486800
"1313","코스닥","123420","선데이토즈","IT S/W & SVC",18400,300,176085092800
"1314","코스닥","150900","파수","IT S/W & SVC",4680,80,45377237880
"1315","코스닥","153460","네이블","IT S/W & SVC",4990,0,32584769860
"1316","코스닥","143240","사람인에이치알","IT S/W & SVC",25400,200,296145280200
"1317","코스닥","131090","시큐브","IT S/W & SVC",1380,50,5.52e+10
"1318","코스닥","139670","키네마스터","IT S/W & SVC",10300,50,139526962100
"1319","코스닥","139050","데일리블록체인","IT S/W & SVC",641,27,32596994786
"1320","코스닥","136540","윈스","IT S/W & SVC",15650,700,189984160950
"1321","코스닥","089150","케이씨티","IT S/W & SVC",2150,50,36872500000
"1322","코스닥","093320","케이아이엔엑스","IT S/W & SVC",65500,-300,3.1964e+11
"1323","코스닥","119860","다나와","IT S/W & SVC",26800,-200,350405229600
"1324","코스닥","041460","한국전자인증","IT S/W & SVC",4030,125,86480773470
"1325","코스닥","067920","이글루시큐리티","IT S/W & SVC",4245,5,46678525155
"1326","코스닥","111820","지와이커머스","IT S/W & SVC",2465,0,60317310105
"1327","코스닥","089850","유비벨록스","IT S/W & SVC",5920,240,42124926240
"1328","코스닥","070300","엑스큐어","IT S/W & SVC",6850,340,50457606900
"1329","코스닥","079970","투비소프트","IT S/W & SVC",2090,95,55809238650
"1330","코스닥","071200","인피니트헬스케어","IT S/W & SVC",7800,1260,190292372400
"1331","코스닥","100030","모바일리더","IT S/W & SVC",16000,600,52539424000
"1332","코스닥","035620","바른손이앤에이","IT S/W & SVC",2305,75,169356424415
"1333","코스닥","030350","드래곤플라이","IT S/W & SVC",2250,35,36019104750
"1334","코스닥","115500","케이씨에스","IT S/W & SVC",3820,60,4.584e+10
"1335","코스닥","115450","지트리비앤티","IT S/W & SVC",25900,500,651747807200
"1336","코스닥","112040","위메이드","IT S/W & SVC",23100,550,3.8808e+11
"1337","코스닥","108860","셀바스AI","IT S/W & SVC",3780,0,83371472100
"1338","코스닥","104200","NHN벅스","IT S/W & SVC",5140,80,76213607000
"1339","코스닥","049470","SGA","IT S/W & SVC",570,5,27566481930
"1340","코스닥","063080","게임빌","IT S/W & SVC",24750,-50,163231002000
"1341","코스닥","041140","넥슨지티","IT S/W & SVC",7030,1620,248674453660
"1342","코스닥","101730","조이맥스","IT S/W & SVC",4125,35,35084090250
"1343","코스닥","058630","엠게임","IT S/W & SVC",3880,0,75830242760
"1344","코스닥","047560","이스트소프트","IT S/W & SVC",7080,-140,70087752000
"1345","코스닥","064480","브리지텍","IT S/W & SVC",2650,30,31674125000
"1346","코스닥","067000","조이시티","IT S/W & SVC",13700,1250,191355585700
"1347","코스닥","053280","예스24","IT S/W & SVC",5790,0,9.9588e+10
"1348","코스닥","072770","율호","IT S/W & SVC",1745,5,62745868910
"1349","코스닥","094480","갤럭시아컴즈","IT S/W & SVC",3680,80,144365803840
"1350","코스닥","078340","컴투스","IT S/W & SVC",106000,1400,1363840520000
"1351","코스닥","095660","네오위즈","IT S/W & SVC",17350,100,380225388800
"1352","코스닥","069410","엔텔스","IT S/W & SVC",9260,-230,63886842020
"1353","코스닥","053110","소리바다","IT S/W & SVC",585,5,54960156810
"1354","코스닥","094860","코닉글로리","IT S/W & SVC",1260,-65,63809669700
"1355","코스닥","067280","멀티캠퍼스","IT S/W & SVC",31150,800,184619165850
"1356","코스닥","086960","한컴MDS","IT S/W & SVC",11200,500,98880409600
"1357","코스닥","043610","지니뮤직","IT S/W & SVC",2405,30,139767628390
"1358","코스닥","046110","한일네트웍스","IT S/W & SVC",4320,180,51642260640
"1359","코스닥","041020","인프라웨어","IT S/W & SVC",1090,30,40834844400
"1360","코스닥","079940","가비아","IT S/W & SVC",15300,900,207095965200
"1361","코스닥","080010","이상네트웍스","IT S/W & SVC",6360,40,57335400000
"1362","코스닥","075130","플랜티넷","IT S/W & SVC",4465,50,40006400000
"1363","코스닥","052220","iMBC","IT S/W & SVC",2120,50,4.876e+10
"1364","코스닥","052460","아이크래프트","IT S/W & SVC",3145,200,45941958720
"1365","코스닥","046440","KG모빌리언스","IT S/W & SVC",7650,320,297015595200
"1366","코스닥","064260","다날","IT S/W & SVC",4070,85,251552349180
"1367","코스닥","070590","한솔인티큐브","IT S/W & SVC",7100,-200,98544599100
"1368","코스닥","067160","아프리카TV","IT S/W & SVC",65700,100,755206191900
"1369","코스닥","066410","버킷스튜디오","IT S/W & SVC",1740,65,55039819200
"1370","코스닥","069080","웹젠","IT S/W & SVC",17000,750,600285028000
"1371","코스닥","050320","에이앤티앤","IT S/W & SVC",1385,0,43851537600
"1372","코스닥","023770","플레이위드","IT S/W & SVC",17700,1000,75461064900
"1373","코스닥","065440","이루온","IT S/W & SVC",1480,15,40367029600
"1374","코스닥","035600","KG이니시스","IT S/W & SVC",22800,150,636221095200
"1375","코스닥","052770","아이톡시","IT S/W & SVC",4460,0,32518212340
"1376","코스닥","045340","토탈소프트","IT S/W & SVC",2995,-25,25631329800
"1377","코스닥","057680","옴니텔","IT S/W & SVC",1800,305,72890559000
"1378","코스닥","051160","지어소프트","IT S/W & SVC",10600,-100,154490283000
"1379","코스닥","053980","오상자이엘","IT S/W & SVC",13800,50,244920771600
"1380","코스닥","047080","한빛소프트","IT S/W & SVC",2640,55,65418767040
"1381","코스닥","042500","링네트","IT S/W & SVC",5510,560,83844997780
"1382","코스닥","040350","큐로컴","IT S/W & SVC",2365,35,269037766965
"1383","코스닥","060250","NHN한국사이버결제","IT S/W & SVC",37650,-150,864872946450
"1384","코스닥","054920","한컴위드","IT S/W & SVC",2725,90,76891545725
"1385","코스닥","053800","안랩","IT S/W & SVC",55100,700,551763410500
"1386","코스닥","053350","이니텍","IT S/W & SVC",4190,20,82923938040
"1387","코스닥","052790","액토즈소프트","IT S/W & SVC",8110,130,91891474180
"1388","코스닥","052400","코나아이","IT S/W & SVC",13050,0,203046489900
"1389","코스닥","049480","오픈베이스","IT S/W & SVC",3100,260,97409387300
"1390","코스닥","045510","정원엔시스","IT S/W & SVC",1755,5,56527307460
"1391","코스닥","040160","누리텔레콤","IT S/W & SVC",5280,300,63653224800
"1392","코스닥","038680","에스넷","IT S/W & SVC",6730,400,108186196950
"1393","코스닥","033230","인성정보","IT S/W & SVC",4615,615,90073234810
"1394","코스닥","033130","디지틀조선","IT S/W & SVC",2025,350,75158415675
"1395","코스닥","032850","비트컴퓨터","IT S/W & SVC",10050,820,167064094650
"1396","코스닥","032620","유비케어","IT S/W & SVC",7750,1590,404527827250
"1397","코스닥","030520","한글과컴퓨터","IT S/W & SVC",12500,100,305503987500
"1398","코스닥","020180","대신정보통신","IT S/W & SVC",1095,30,42079661925
"1399","코스닥","010280","쌍용정보통신","IT S/W & SVC",1455,20,58875169470
"1400","코스닥","267320","나인테크","IT H/W",1625,-45,56228690375
"1401","코스닥","198080","엔피디","IT H/W",4520,45,97339036200
"1402","코스닥","092190","서울바이오시스","IT H/W",11700,1000,447216740100
"1403","코스닥","300120","라온피플","IT H/W",18800,400,194174972800
"1404","코스닥","084850","아이티엠반도체","IT H/W",56500,1200,1290202473000
"1405","코스닥","297570","알로이스","IT H/W",1715,40,29719945010
"1406","코스닥","317330","덕산테코피아","IT H/W",13850,-50,254527377800
"1407","코스닥","303030","지니틱스","IT H/W",2525,30,89291155850
"1408","코스닥","319660","피에스케이","IT H/W",18450,150,272414619000
"1409","코스닥","290740","액트로","IT H/W",9270,100,92978201970
"1410","코스닥","071280","로체시스템즈","IT H/W",4970,-15,76024116910
"1411","코스닥","065690","파커스","IT H/W",2135,50,29812091715
"1412","코스닥","036710","심텍홀딩스","IT H/W",1370,25,52374531450
"1413","코스닥","125210","아모그린텍","IT H/W",13200,0,217757628000
"1414","코스닥","290550","디케이티","IT H/W",9150,140,75316696950
"1415","코스닥","257370","명성티엔에스","IT H/W",11500,300,7.3255e+10
"1416","코스닥","110990","디아이티","IT H/W",7000,120,1.323e+11
"1417","코스닥","031310","아이즈비전","IT H/W",3900,150,61513038600
"1418","코스닥","264660","씨앤지하이테크","IT H/W",7420,170,62368661600
"1419","코스닥","187870","디바이스이엔지","IT H/W",15150,250,106604626350
"1420","코스닥","241770","메카로","IT H/W",10600,150,107072084000
"1421","코스닥","255440","야스","IT H/W",11850,100,154737300000
"1422","코스닥","243840","신흥에스이씨","IT H/W",29800,350,200322305000
"1423","코스닥","179900","유티아이","IT H/W",18700,1950,296673536500
"1424","코스닥","171090","선익시스템","IT H/W",7180,100,64614938100
"1425","코스닥","256940","케이피에스","IT H/W",36150,-450,154925524500
"1426","코스닥","140670","알에스오토메이션","IT H/W",7050,80,64177137000
"1427","코스닥","263800","데이타솔루션","IT H/W",5190,390,81838930200
"1428","코스닥","238490","힘스","IT H/W",18450,100,104355377100
"1429","코스닥","272290","이녹스첨단소재","IT H/W",36500,900,346840994500
"1430","코스닥","161580","필옵틱스","IT H/W",8910,210,167764830750
"1431","코스닥","056700","신화인터텍","IT H/W",2460,115,71672323860
"1432","코스닥","215790","이노인스트루먼트","IT H/W",2240,0,90234253760
"1433","코스닥","166090","하나머티리얼즈","IT H/W",15000,250,294415110000
"1434","코스닥","265520","AP시스템","IT H/W",25800,750,373589856600
"1435","코스닥","063760","이엘피","IT H/W",8210,150,40315205000
"1436","코스닥","232140","와이아이케이","IT H/W",3250,190,206428361750
"1437","코스닥","264450","유비쿼스","IT H/W",28950,-150,148338497250
"1438","코스닥","178320","서진시스템","IT H/W",27200,300,492338115200
"1439","코스닥","183300","코미코","IT H/W",24350,400,213671250000
"1440","코스닥","241790","오션브릿지","IT H/W",9230,140,92324311820
"1441","코스닥","176440","에이치엔티","IT H/W",1920,0,164619542400
"1442","코스닥","123010","아이에이네트웍스","IT H/W",1415,115,48811535775
"1443","코스닥","174880","장원테크","IT H/W",1795,70,57851071155
"1444","코스닥","148250","알엔투테크놀로지","IT H/W",12200,350,85855267400
"1445","코스닥","240810","원익IPS","IT H/W",27650,250,1357169862650
"1446","코스닥","101390","아이엠","IT H/W",804,39,33947428680
"1447","코스닥","211270","AP위성","IT H/W",6290,190,94443117160
"1448","코스닥","226350","아이엠텍","IT H/W",214,0,9318361858
"1449","코스닥","224060","코디엠","IT H/W",353,9,53806414359
"1450","코스닥","191410","육일씨엔에쓰","IT H/W",2755,-135,25795125610
"1451","코스닥","122640","예스티","IT H/W",7690,-80,107685592320
"1452","코스닥","208710","바이오로그디바이스","IT H/W",1425,5,41140258725
"1453","코스닥","197210","리드","IT H/W",753,0,18870304998
"1454","코스닥","127160","매직마이크로","IT H/W",643,20,39538277689
"1455","코스닥","190510","나무가","IT H/W",14200,150,97569478000
"1456","코스닥","092870","엑시콘","IT H/W",7820,640,73354673260
"1457","코스닥","214870","뉴지랩","IT H/W",14300,900,354363309300
"1458","코스닥","219130","타이거일렉","IT H/W",5820,110,36749167800
"1459","코스닥","217190","제너셈","IT H/W",2810,95,24641378940
"1460","코스닥","175140","인포마크","IT H/W",5330,130,19471854480
"1461","코스닥","224110","에이텍티앤","IT H/W",9160,70,48914400000
"1462","코스닥","131760","파인텍","IT H/W",1530,60,65673816390
"1463","코스닥","222800","심텍","IT H/W",9050,290,205914278950
"1464","코스닥","178780","유테크","IT H/W",2020,50,49628917420
"1465","코스닥","094170","동운아나텍","IT H/W",5580,-50,87934505760
"1466","코스닥","214310","세미콘라이트","IT H/W",900,-48,23969063700
"1467","코스닥","177350","베셀","IT H/W",2560,80,28652462080
"1468","코스닥","160980","싸이맥스","IT H/W",9240,160,100940005320
"1469","코스닥","087600","픽셀플러스","IT H/W",3130,-105,25561326540
"1470","코스닥","060230","이그잭스","IT H/W",1900,15,141601710400
"1471","코스닥","046310","백금T&A","IT H/W",2505,0,39112604070
"1472","코스닥","213420","덕산네오룩스","IT H/W",29350,850,704693852200
"1473","코스닥","193250","와이제이엠게임즈","IT H/W",1545,105,83657478075
"1474","코스닥","200470","에이팩트","IT H/W",6200,180,108832816000
"1475","코스닥","080580","오킨스전자","IT H/W",3110,60,21744525990
"1476","코스닥","200710","에이디테크놀로지","IT H/W",25200,300,233390631600
"1477","코스닥","200230","텔콘RF제약","IT H/W",5190,10,443108612580
"1478","코스닥","192440","슈피겐코리아","IT H/W",41750,3150,259533155250
"1479","코스닥","182690","테라셈","IT H/W",2965,-5,62748733820
"1480","코스닥","143540","영우디에스피","IT H/W",1610,75,48611546270
"1481","코스닥","192410","감마누","IT H/W",408,0,9969806400
"1482","코스닥","187270","신화콘텍","IT H/W",2425,0,24598824125
"1483","코스닥","059120","아진엑스텍","IT H/W",6410,120,44523315150
"1484","코스닥","096040","이트론","IT H/W",166,2,58033392168
"1485","코스닥","052420","오성첨단소재","IT H/W",2530,100,156774549250
"1486","코스닥","138080","오이솔루션","IT H/W",40550,100,430807052250
"1487","코스닥","154040","솔루에타","IT H/W",2400,45,31152350400
"1488","코스닥","049080","기가레인","IT H/W",1095,10,57242351400
"1489","코스닥","134580","디엠티","IT H/W",1750,25,19687500000
"1490","코스닥","171010","램테크놀러지","IT H/W",5510,90,63954393680
"1491","코스닥","161570","THE MIDONG","IT H/W",2155,170,29721298830
"1492","코스닥","076610","해성옵틱스","IT H/W",1470,40,45996840960
"1493","코스닥","131970","테스나","IT H/W",54100,300,3.70585e+11
"1494","코스닥","170920","엘티씨","IT H/W",8930,30,67153090990
"1495","코스닥","170790","파이오링크","IT H/W",11800,400,80904694000
"1496","코스닥","097800","윈팩","IT H/W",1680,65,62581486800
"1497","코스닥","114810","아이원스","IT H/W",5100,0,68421186900
"1498","코스닥","153490","우리이앤엘","IT H/W",900,0,4.491e+10
"1499","코스닥","159910","스킨앤스킨","IT H/W",316,1,43940664260
"1500","코스닥","046970","우리로","IT H/W",1930,55,51872430510
"1501","코스닥","155650","와이엠씨","IT H/W",10250,550,204737169500
"1502","코스닥","149950","아바텍","IT H/W",7060,200,110188950000
"1503","코스닥","121850","코이즈","IT H/W",1060,20,16336208020
"1504","코스닥","149940","모다","IT H/W",155,0,3279863395
"1505","코스닥","151910","나노스","IT H/W",4530,130,673272821910
"1506","코스닥","097520","엠씨넥스","IT H/W",29800,1000,532331763600
"1507","코스닥","141000","비아트론","IT H/W",7240,-10,87710500400
"1508","코스닥","096630","에스코넥","IT H/W",2085,135,136079034540
"1509","코스닥","086520","에코프로","IT H/W",20100,250,444012839100
"1510","코스닥","052020","에스티큐브","IT H/W",11000,-150,331785971000
"1511","코스닥","072950","빛샘전자","IT H/W",4940,220,2.964e+10
"1512","코스닥","104830","원익머트리얼즈","IT H/W",23400,800,295027200000
"1513","코스닥","121800","비덴트","IT H/W",6030,290,204968883690
"1514","코스닥","089530","에이티세미콘","IT H/W",573,16,47631586494
"1515","코스닥","089030","테크윙","IT H/W",13050,350,252110157300
"1516","코스닥","115530","씨엔플러스","IT H/W",839,0,50419474275
"1517","코스닥","143160","아이디스","IT H/W",19050,750,204147229500
"1518","코스닥","040910","아이씨디","IT H/W",15350,400,269676797350
"1519","코스닥","109080","옵티시스","IT H/W",6350,160,35788600000
"1520","코스닥","138690","엘아이에스","IT H/W",6690,150,107220435990
"1521","코스닥","131180","딜리","IT H/W",1480,-15,4.3438e+10
"1522","코스닥","061970","엘비세미콘","IT H/W",6620,230,289853999040
"1523","코스닥","033560","블루콤","IT H/W",4080,230,73799231760
"1524","코스닥","131290","티에스이","IT H/W",12600,400,139374005400
"1525","코스닥","064290","인텍플러스","IT H/W",8670,390,108721470540
"1526","코스닥","131400","액트","IT H/W",4750,5,98988874250
"1527","코스닥","096690","에이루트","IT H/W",969,-31,37462175664
"1528","코스닥","033170","시그네틱스","IT H/W",722,21,61895846318
"1529","코스닥","123860","아나패스","IT H/W",16750,550,169638975000
"1530","코스닥","119830","아이텍","IT H/W",5750,590,62566808000
"1531","코스닥","068940","아이씨케이","IT H/W",2275,-5,70933867550
"1532","코스닥","117670","알파홀딩스","IT H/W",5790,90,97463822700
"1533","코스닥","068240","다원시스","IT H/W",16150,300,434954755450
"1534","코스닥","122990","와이솔","IT H/W",10350,150,291579589350
"1535","코스닥","114120","크루셜텍","IT H/W",369,-2,24268352148
"1536","코스닥","121890","에스디시스템","IT H/W",739,0,6686160142
"1537","코스닥","108320","실리콘웍스","IT H/W",29450,700,478983635000
"1538","코스닥","115610","이미지스","IT H/W",2290,15,17562303120
"1539","코스닥","106080","하이소닉","IT H/W",3330,0,49168439010
"1540","코스닥","114570","지스마트글로벌","IT H/W",620,0,7030424280
"1541","코스닥","101330","모베이스","IT H/W",3140,80,75228710320
"1542","코스닥","115440","우리넷","IT H/W",8450,60,77207176800
"1543","코스닥","099520","ITX엠투엠","IT H/W",1840,-5,30297681040
"1544","코스닥","096640","멜파스","IT H/W",1150,40,26075702600
"1545","코스닥","115160","휴맥스","IT H/W",3360,45,80343641280
"1546","코스닥","082920","비츠로셀","IT H/W",13750,-100,296163340000
"1547","코스닥","052860","아이앤씨","IT H/W",3820,45,67088956280
"1548","코스닥","102120","어보브반도체","IT H/W",8240,10,143867540720
