"","시장구분","종목코드","종목명","산업분류","현재가(종가)","전일대비","시가총액(원)"
"587","코스피","009240","한샘","유통업",73700,3600,1734450493600
"588","코스피","005360","모나미","유통업",3025,60,57164353675
"589","코스피","069960","현대백화점","유통업",70600,3100,1652212334600
"590","코스피","067830","세이브존I&C","유통업",2320,45,95214876400
"591","코스피","008775","호텔신라우","유통업",51600,1600,38796956400
"592","코스피","008770","호텔신라","유통업",78200,1300,3069203062200
"593","코스피","004080","신흥","유통업",9410,20,9.0336e+10
"594","코스피","037710","광주신세계","유통업",142500,2500,2.28e+11
"595","코스피","009810","엔케이물산","유통업",691,9,57752693748
"596","코스피","047050","포스코인터내셔널","유통업",13650,300,1684070783850
"597","코스피","018670","SK가스","유통업",76500,-800,706113666000
"598","코스피","017940","E1","유통업",34000,350,2.3324e+11
"599","코스피","013000","세우글로벌","유통업",1755,-35,50377329405
"600","코스피","011760","현대상사","유통업",14150,-50,187189868900
"601","코스피","008600","윌비스","유통업",1530,90,96604723260
"602","코스피","006370","대구백화점","유통업",5250,90,56813457750
"603","코스피","005440","현대그린푸드","유통업",7970,540,778704721540
"604","코스피","005390","신성통상","유통업",1130,70,162390480700
"605","코스피","005320","국동","유통업",2250,200,67731401250
"606","코스피","004270","남성","유통업",2245,45,81296299200
"607","코스피","004170","신세계","유통업",255500,12000,2515443745500
"608","코스피","004060","SG세계물산","유통업",649,4,131373799040
"609","코스피","003010","혜인","유통업",4380,-20,55681831860
"610","코스피","002810","삼영무역","유통업",13650,150,252073840200
"611","코스피","001745","SK네트웍스우","유통업",76500,1500,8694072000
"612","코스피","001740","SK네트웍스","유통업",5680,140,1409705834960
"613","코스피","001250","GS글로벌","유통업",1600,50,132054022400
"614","코스피","001120","LG상사","유통업",12750,250,4.9419e+11
"615","코스피","000680","LS네트웍스","유통업",1920,25,151301790720
"616","코스피","003480","한진중공업홀딩스","전기가스업",3180,70,93904802160
"617","코스피","267290","경동도시가스","전기가스업",17700,50,104348686200
"618","코스피","117580","대성에너지","전기가스업",4725,30,129937500000
"619","코스피","071320","지역난방공사","전기가스업",35250,350,408150726000
"620","코스피","034590","인천도시가스","전기가스업",24300,150,106306522200
"621","코스피","036460","한국가스공사","전기가스업",26950,700,2487835350000
"622","코스피","017390","서울가스","전기가스업",69500,-800,3.475e+11
"623","코스피","015760","한국전력","전기가스업",23850,1300,15310843236450
"624","코스피","015350","부산가스","전기가스업",36200,-1150,3.982e+11
"625","코스피","004690","삼천리","전기가스업",70300,-1200,285068257500
"626","코스피","010400","우진아이엔에스","건설업",6470,-20,49314340000
"627","코스피","294870","HDC현대산업개발","건설업",17600,100,1159969008000
"628","코스피","039570","HDC아이콘트롤스","건설업",8340,220,137276400000
"629","코스피","097230","한진중공업","건설업",6740,210,561268653940
"630","코스피","023960","에쓰씨엔지니어링","건설업",1310,15,32771728970
"631","코스피","028100","동아지질","건설업",16700,-250,1.9205e+11
"632","코스피","002460","화성산업","건설업",8640,160,107574912000
"633","코스피","051600","한전KPS","건설업",32200,200,1.449e+12
"634","코스피","002787","진흥기업2우B","건설업",13650,50,4024129200
"635","코스피","010960","삼호개발","건설업",4965,5,1.24125e+11
"636","코스피","002995","금호산업우","건설업",29200,500,8534167200
"637","코스피","002990","금호산업","건설업",7720,70,278192894280
"638","코스피","002785","진흥기업우B","건설업",4915,15,4213226470
"639","코스피","034300","신세계건설","건설업",24500,-200,9.8e+10
"640","코스피","047040","대우건설","건설업",3440,140,1429741874720
"641","코스피","014790","한라","건설업",3110,70,120901069620
"642","코스피","013700","까뮤이앤씨","건설업",1265,0,57117634200
"643","코스피","013580","계룡건설","건설업",15850,350,141554875950
"644","코스피","013360","일성건설","건설업",1100,40,59427368000
"645","코스피","009415","태영건설우","건설업",7850,100,20076218000
"646","코스피","009410","태영건설","건설업",14550,50,1.11162e+12
"647","코스피","006360","GS건설","건설업",24500,400,1962396198000
"648","코스피","005965","동부건설우","건설업",20250,100,4571073000
"649","코스피","005960","동부건설","건설업",8300,70,181177902900
"650","코스피","005450","신한","건설업",4945,0,34727938855
"651","코스피","004960","한신공영","건설업",12700,200,146947915400
"652","코스피","004200","고려개발","건설업",8600,120,130887218400
"653","코스피","003075","코오롱글로벌우","건설업",16850,-150,5270730550
"654","코스피","003070","코오롱글로벌","건설업",7500,120,189078285000
"655","코스피","002780","진흥기업","건설업",2080,-10,302581229600
"656","코스피","002410","범양건영","건설업",2850,0,70770664200
"657","코스피","001880","삼호","건설업",20550,550,311944191300
"658","코스피","001470","삼부토건","건설업",772,5,106185796096
"659","코스피","001260","남광토건","건설업",12800,50,125806220800
"660","코스피","000725","현대건설우","건설업",119500,-1000,11813292000
"661","코스피","000720","현대건설","건설업",33900,900,3774960433500
"662","코스피","000215","대림산업우","건설업",33550,400,1.2749e+11
"663","코스피","000210","대림산업","건설업",81500,100,2.8362e+12
"664","코스피","18064K","한진칼우","운수창고업",48100,-700,25818444600
"665","코스피","180640","한진칼","운수창고업",90500,-2500,5354926449000
"666","코스피","298690","에어부산","운수창고업",3950,-10,205676500000
"667","코스피","091810","티웨이항공","운수창고업",3830,-10,179913529960
"668","코스피","272450","진에어","운수창고업",10450,0,3.135e+11
"669","코스피","089590","제주항공","운수창고업",20150,100,531088673700
"670","코스피","129260","인터지스","운수창고업",1640,-5,48786513360
"671","코스피","020560","아시아나항공","운수창고업",4210,50,939820587740
"672","코스피","044450","KSS해운","운수창고업",6950,50,161141866000
"673","코스피","028670","팬오션","운수창고업",3485,115,1862973686395
"674","코스피","086280","현대글로비스","운수창고업",98300,0,3.68625e+12
"675","코스피","084670","동양고속","운수창고업",27300,50,79049033700
"676","코스피","014130","한익스프레스","운수창고업",4810,105,5.772e+10
"677","코스피","011200","HMM","운수창고업",3670,-40,1161746555650
"678","코스피","009180","한솔로지스틱스","운수창고업",1360,35,37369298000
"679","코스피","009070","KCTC","운수창고업",2260,30,6.78e+10
"680","코스피","005880","대한해운","운수창고업",18700,350,456786938300
"681","코스피","005430","한국공항","운수창고업",42900,150,135836629500
"682","코스피","004365","세방우","운수창고업",5400,110,19921950000
"683","코스피","004360","세방","운수창고업",8860,200,171074993400
"684","코스피","004140","동방","운수창고업",2155,30,72118342140
"685","코스피","003495","대한항공우","운수창고업",18600,500,20660768400
"686","코스피","003490","대한항공","운수창고업",19900,100,1887408216600
"687","코스피","003280","흥아해운","운수창고업",258,0,30117000222
"688","코스피","002320","한진","운수창고업",48200,-900,577178419200
"689","코스피","001140","국보","운수창고업",1825,95,44548744575
"690","코스피","000650","천일고속","운수창고업",55100,-300,78750022000
"691","코스피","000120","CJ대한통운","운수창고업",150000,4000,3421851600000
"692","코스피","006490","인스코비","통신업",2835,-30,275666642685
"693","코스피","032640","LG유플러스","통신업",13200,450,5763269965200
"694","코스피","030200","KT","통신업",23600,450,6162238668800
"695","코스피","017670","SK텔레콤","통신업",213000,3500,17198836443000
"696","코스피","00104K","CJ4우(전환)","금융업",57300,6400,242179137600
"697","코스피","004800","효성","금융업",70700,2300,1489721467500
"698","코스피","316140","우리금융지주","금융업",8330,480,6016489799390
"699","코스피","012630","HDC","금융업",8980,170,536480654580
"700","코스피","003030","세아제강지주","금융업",28250,650,117001810250
"701","코스피","192400","쿠쿠홀딩스","금융업",87000,2700,618782019000
"702","코스피","027410","BGF","금융업",4695,235,449390333745
"703","코스피","015360","예스코홀딩스","금융업",34550,550,2.073e+11
"704","코스피","006125","SK디스커버리우","금융업",15750,350,21395666250
"705","코스피","006120","SK디스커버리","금융업",25000,250,475946375000
"706","코스피","00680K","미래에셋대우2우B","금융업",2885,60,4.039e+11
"707","코스피","00499K","롯데지주우","금융업",49450,2100,48837957350
"708","코스피","004990","롯데지주","금융업",28700,2200,3010895101900
"709","코스피","001800","오리온홀딩스","금융업",13850,450,867639094700
"710","코스피","107590","미원홀딩스","금융업",42200,-50,98400862800
"711","코스피","229640","LS전선아시아","금융업",7000,180,214374153000
"712","코스피","096760","JW홀딩스","금융업",4990,55,331596253450
"713","코스피","084695","대상홀딩스우","금융업",5490,200,5015016180
"714","코스피","084690","대상홀딩스","금융업",6450,270,233570870100
"715","코스피","078935","GS우","금융업",29650,400,52920090900
"716","코스피","078930","GS","금융업",38100,600,3540075901800
"717","코스피","072710","농심홀딩스","금융업",76000,1700,352472040000
"718","코스피","060980","한라홀딩스","금융업",28400,400,297406788000
"719","코스피","044820","코스맥스비티아이","금융업",14850,500,142618226850
"720","코스피","036530","S&T홀딩스","금융업",14100,400,229884792600
"721","코스피","03473K","SK우","금융업",147000,5000,83221845000
"722","코스피","034730","SK","금융업",178500,3000,12559313014500
"723","코스피","024720","한국콜마홀딩스","금융업",21550,50,386584717300
"724","코스피","016880","웅진","금융업",1150,10,91285079500
"725","코스피","015860","일진홀딩스","금융업",3660,90,180611787780
"726","코스피","013570","디와이","금융업",3900,40,102646568700
"727","코스피","009970","영원무역홀딩스","금융업",38100,1800,519516055200
"728","코스피","009440","KC그린홀딩스","금융업",3605,105,80878102900
"729","코스피","008930","한미사이언스","금융업",27900,450,1841711057100
"730","코스피","007860","서연","금융업",3230,215,75839896120
"731","코스피","007540","샘표","금융업",35350,1350,101659530000
"732","코스피","006840","AK홀딩스","금융업",24300,1550,321915732300
"733","코스피","006260","LS","금융업",35850,1100,1.15437e+12
"734","코스피","006200","한국전자홀딩스","금융업",519,4,24290827584
"735","코스피","005810","풍산홀딩스","금융업",28750,300,225261051250
"736","코스피","005745","크라운해태홀딩스우","금융업",10200,150,6127405200
"737","코스피","005740","크라운해태홀딩스","금융업",8670,70,128726498490
"738","코스피","004840","DRB동일","금융업",6110,1140,121772300000
"739","코스피","004150","한솔홀딩스","금융업",2980,10,140607363420
"740","코스피","003555","LG우","금융업",42850,200,142033909450
"741","코스피","003550","LG","금융업",62300,300,10750309261300
"742","코스피","003090","대웅","금융업",19950,0,1159932501000
"743","코스피","002025","코오롱우","금융업",9550,100,10279524500
"744","코스피","002020","코오롱","금융업",18400,200,232326238400
"745","코스피","001045","CJ우","금융업",40400,3000,91313009200
"746","코스피","001040","CJ","금융업",82300,10600,2401266935400
"747","코스피","000640","동아쏘시오홀딩스","금융업",87800,900,538942476600
"748","코스피","000590","CS홀딩스","금융업",46700,500,53914309400
"749","코스피","000325","노루홀딩스우","금융업",17700,150,3278925000
"750","코스피","000320","노루홀딩스","금융업",9200,130,122278589200
"751","코스피","000240","한국테크놀로지그룹","금융업",9590,180,892063459070
"752","코스피","000230","일동홀딩스","금융업",8290,110,95669916000
"753","코스피","000145","하이트진로홀딩스우","금융업",12850,50,6049908500
"754","코스피","000140","하이트진로홀딩스","금융업",12800,300,297046592000
"755","코스피","000075","삼양홀딩스우","금융업",35550,800,10809261900
"756","코스피","000070","삼양홀딩스","금융업",50000,1800,428213550000
"757","코스피","123890","한국자산신탁","금융업",2255,25,279569830760
"758","코스피","034830","한국토지신탁","금융업",1740,-5,439331260200
"759","코스피","085620","미래에셋생명","금융업",3560,-20,630177632840
"760","코스피","175330","JB금융지주","금융업",4605,240,907106226870
"761","코스피","168490","한국패러랠","금융업",1960,-5,156839200000
"762","코스피","152550","한국ANKOR유전","금융업",1720,-5,120434400000
"763","코스피","139130","DGB금융지주","금융업",4920,220,832197498360
"764","코스피","138040","메리츠금융지주","금융업",9490,340,1330728739860
"765","코스피","138930","BNK금융지주","금융업",4875,240,1588934324250
"766","코스피","032830","삼성생명","금융업",49300,2400,9.86e+12
"767","코스피","088350","한화생명","금융업",1750,65,1519927500000
"768","코스피","082640","동양생명","금융업",2975,30,480041790375
"769","코스피","039490","키움증권","금융업",72700,1300,1606651098000
"770","코스피","033660","아주캐피탈","금융업",12000,-50,690550680000
"771","코스피","105560","KB금융","금융업",34200,3100,14220630864000
"772","코스피","094800","맵스리얼티1","금융업",4090,5,379692413790
"773","코스피","088980","맥쿼리인프라","금융업",11350,0,3961653213600
"774","코스피","099350","하나니켈2호","금융업",1705,65,5599220000
"775","코스피","099340","하나니켈1호","금융업",418,58,9512091600
"776","코스피","003547","대신증권2우B","금융업",7750,220,7.75e+10
"777","코스피","029780","삼성카드","금융업",28900,1100,3348321949900
"778","코스피","096300","베트남개발1","금융업",295,-2,40615662245
"779","코스피","086790","하나금융지주","금융업",27050,3900,8121547777100
"780","코스피","024110","기업은행","금융업",7620,420,4397936179980
"781","코스피","071055","한국금융지주우","금융업",30350,700,177797917850
"782","코스피","071050","한국금융지주","금융업",47500,1500,2646984620000
"783","코스피","030610","교보증권","금융업",6670,230,2.4012e+11
"784","코스피","055550","신한지주","금융업",30000,2850,14472974790000
"785","코스피","030210","KTB투자증권","금융업",2300,90,138722411600
"786","코스피","016610","DB금융투자","금융업",3200,90,135828444800
"787","코스피","016360","삼성증권","금융업",28350,1050,2.531655e+12
"788","코스피","010050","우리종금","금융업",555,30,374182890330
"789","코스피","008560","메리츠증권","금융업",3040,60,1876624531040
"790","코스피","006805","미래에셋대우우","금융업",3265,15,45957323750
"791","코스피","006800","미래에셋대우","금융업",5380,230,3541742275040
"792","코스피","006220","제주은행","금융업",3330,310,106988817420
"793","코스피","005945","NH투자증권우","금융업",7170,180,135304840560
"794","코스피","005940","NH투자증권","금융업",8990,310,2529865894130
"795","코스피","005830","DB손해보험","금융업",45100,2600,3.19308e+12
"796","코스피","003690","코리안리","금융업",8340,0,1003878427440
"797","코스피","003545","대신증권우","금융업",8260,220,2.1476e+11
"798","코스피","003540","대신증권","금융업",9280,160,471177152000
"799","코스피","003535","한화투자증권우","금융업",1580,55,7.584e+09
"800","코스피","003530","한화투자증권","금융업",1590,65,341130962250
"801","코스피","003475","유안타증권우","금융업",1865,70,24081275380
"802","코스피","003470","유안타증권","금융업",2395,75,478033799520
"803","코스피","003465","유화증권우","금융업",2740,15,47885404500
"804","코스피","003460","유화증권","금융업",2265,-10,128430969975
"805","코스피","001755","한양증권우","금융업",7310,70,3837750000
"806","코스피","001750","한양증권","금융업",6090,120,77516772060
"807","코스피","001725","신영증권우","금융업",45300,350,319535463900
"808","코스피","001720","신영증권","금융업",44350,0,416279610950
"809","코스피","001515","SK증권우","금융업",2430,20,9507409020
"810","코스피","001510","SK증권","금융업",604,15,285444463284
"811","코스피","001500","현대차증권","금융업",8400,360,246431732400
"812","코스피","001450","현대해상","금융업",25950,550,2.31993e+12
"813","코스피","001290","상상인증권","금융업",1135,10,109083075995
"814","코스피","001275","부국증권우","금융업",15900,100,4.77e+10
"815","코스피","001270","부국증권","금융업",17250,-150,178880533500
"816","코스피","001200","유진투자증권","금융업",2100,90,203419477800
"817","코스피","000815","삼성화재우","금융업",129000,2000,4.11768e+11
"818","코스피","000810","삼성화재","금융업",191500,7000,9072281285500
"819","코스피","000547","흥국화재2우B","금융업",21400,1300,3287040000
"820","코스피","000545","흥국화재우","금융업",4705,35,3613440000
"821","코스피","000540","흥국화재","금융업",2425,25,155788414125
"822","코스피","000400","롯데손해보험","금융업",1445,15,448435982400
"823","코스피","000370","한화손해보험","금융업",2085,10,243400637775
"824","코스피","000060","메리츠화재","금융업",13800,200,1.568784e+12
"825","코스피","338100","NH프라임리츠","서비스업",4880,5,91060800000
"826","코스피","317400","자이에스앤디","서비스업",4710,250,126145669200
"827","코스피","330590","롯데리츠","서비스업",5240,0,901116952160
"828","코스피","036420","제이콘텐트리","서비스업",35000,1250,573477485000
"829","코스피","101060","SBS미디어홀딩스","서비스업",1915,65,267901203850
"830","코스피","012170","키위미디어그룹","서비스업",150,0,29592697500
"831","코스피","307950","현대오토에버","서비스업",38650,900,8.1165e+11
"832","코스피","192080","더블유게임즈","서비스업",54600,200,997296409200
"833","코스피","267850","아시아나IDT","서비스업",15800,300,1.7538e+11
"834","코스피","293940","신한알파리츠","서비스업",6350,40,302451281050
"835","코스피","286940","롯데정보통신","서비스업",33400,1300,514237455400
"836","코스피","088260","이리츠코크렙","서비스업",5240,10,331909931600
"837","코스피","034310","NICE","서비스업",19450,50,736810735000
"838","코스피","284740","쿠쿠홈시스","서비스업",35050,450,786428416500
"839","코스피","002030","아세아","서비스업",81400,500,178349353600
"840","코스피","002620","제일파마홀딩스","서비스업",14800,600,236405654000
"841","코스피","035720","카카오","서비스업",184000,1000,16000120200000
"842","코스피","251270","넷마블","서비스업",92400,1500,7927183479600
"843","코스피","204210","모두투어리츠","서비스업",2675,-60,20936730125
"844","코스피","070960","용평리조트","서비스업",4690,60,225745331770
"845","코스피","030790","티탑스","서비스업",5810,130,34469585430
"846","코스피","095570","AJ네트웍스","서비스업",3590,65,168092039050
"847","코스피","214320","이노션","서비스업",57800,800,1.156e+12
"848","코스피","210980","SK디앤디","서비스업",23000,100,436773772000
"849","코스피","018260","삼성에스디에스","서비스업",159000,2000,12303070200000
"850","코스피","020120","키다리스튜디오","서비스업",5500,220,93275963000
"851","코스피","181710","NHN","서비스업",77400,900,1514332935000
"852","코스피","172580","하이골드12호","서비스업",2265,5,29545792500
"853","코스피","007120","미래아이앤지","서비스업",381,-5,49333460388
"854","코스피","037560","LG헬로비전","서비스업",4390,135,339991737350
"855","코스피","068400","SK렌터카","서비스업",8470,190,302930735800
"856","코스피","155900","바다로19호","서비스업",2600,10,39520010400
"857","코스피","153360","하이골드3호","서비스업",1275,0,20590982250
"858","코스피","145270","케이탑리츠","서비스업",801,1,37025525727
"859","코스피","039130","하나투어","서비스업",40800,450,568718748000
"860","코스피","140910","에이리츠","서비스업",5620,130,21315395500
"861","코스피","053210","스카이라이프","서비스업",7800,120,373011334800
"862","코스피","023350","한국종합기술","서비스업",4145,-25,45387750000
"863","코스피","126560","현대에이치씨엔","서비스업",4060,-5,458278979760
"864","코스피","058860","KTis","서비스업",1840,25,64035680000
"865","코스피","130660","한전산업","서비스업",3175,60,1.03505e+11
"866","코스피","012030","DB","서비스업",739,-1,148667536487
"867","코스피","058850","KTcs","서비스업",1725,35,73631625000
"868","코스피","002150","도화엔지니어링","서비스업",9100,-100,3.06852e+11
"869","코스피","031440","신세계푸드","서비스업",59800,6100,231574304000
"870","코스피","016710","대성홀딩스","서비스업",9750,160,156872225250
"871","코스피","000700","유수홀딩스","서비스업",6090,0,158594635080
"872","코스피","052690","한전기술","서비스업",16950,350,6.47829e+11
"873","코스피","114090","GKL","서비스업",15100,300,934020617000
"874","코스피","053690","한미글로벌","서비스업",7640,180,83715682000
"875","코스피","015540","쎌마테라퓨틱스","서비스업",6650,-100,67074560000
"876","코스피","000180","성창기업지주","서비스업",1520,10,106022432000
"877","코스피","000157","두산2우B","서비스업",31750,1650,28353956500
"878","코스피","000155","두산우","서비스업",29200,300,116696690400
"879","코스피","000150","두산","서비스업",37600,750,621296196000
"880","코스피","035420","NAVER","서비스업",197500,5000,32442020512500
"881","코스피","100220","비상교육","서비스업",7270,170,94486307070
"882","코스피","102260","동성코퍼레이션","서비스업",3930,130,178598732100
"883","코스피","031820","콤텍시스템","서비스업",1360,15,92277993760
"884","코스피","012510","더존비즈온","서비스업",88700,-800,2631968490000
"885","코스피","068290","삼성출판사","서비스업",23900,1000,2.39e+11
"886","코스피","032350","롯데관광개발","서비스업",10900,600,755104715800
"887","코스피","094280","효성ITX","서비스업",17000,-150,196489400000
"888","코스피","095720","웅진씽크빅","서비스업",2690,0,360926037120
"889","코스피","011420","갤럭시아에스엠","서비스업",1275,20,35125796100
"890","코스피","035510","신세계 I&C","서비스업",112000,-500,1.9264e+11
"891","코스피","021240","코웨이","서비스업",59800,400,4413217216200
"892","코스피","003560","IHQ","서비스업",1530,10,223740694440
"893","코스피","083380","동북아13호","서비스업",5030,0,7975869800
"894","코스피","083370","동북아12호","서비스업",5010,0,7944156600
"895","코스피","084680","이월드","서비스업",4460,-10,437703940620
"896","코스피","079160","CJ CGV","서비스업",25300,1200,535381218900
"897","코스피","078000","텔코웨어","서비스업",13700,-250,132927072200
"898","코스피","019685","대교우B","서비스업",2575,45,50024499250
"899","코스피","019680","대교","서비스업",4835,75,409538279750
"900","코스피","015020","이스타코","서비스업",657,14,28153501200
"901","코스피","035250","강원랜드","서비스업",24700,550,5284330350000
"902","코스피","072130","유엔젤","서비스업",3920,95,51726179680
"903","코스피","034120","SBS","서비스업",18300,150,334022250600
"904","코스피","036570","엔씨소프트","서비스업",630000,-23000,13831033860000
"905","코스피","005257","녹십자홀딩스2우","서비스업",16350,100,13831936500
"906","코스피","005250","녹십자홀딩스","서비스업",21400,0,1006403694000
"907","코스피","035000","지투알","서비스업",5380,320,89132660420
"908","코스피","030000","제일기획","서비스업",17200,100,1978709070000
"909","코스피","028050","삼성엔지니어링","서비스업",11100,200,2.1756e+12
"910","코스피","023590","다우기술","서비스업",15550,150,697675894350
"911","코스피","012750","에스원","서비스업",83300,-100,3165331527400
"912","코스피","002420","세기상사","서비스업",50400,600,20542636800
"913","코스닥","237820","플레이디","기타서비스",8200,310,105182548000
"914","코스닥","270520","지엔원에너지","기타서비스",1295,0,38053335425
"915","코스닥","311690","천랩","기타서비스",25250,700,96504187000
"916","코스닥","235980","메드팩토","기타서비스",70800,1800,716313406800
"917","코스닥","278650","노터스","기타서비스",20150,300,148646953000
"918","코스닥","321550","티움바이오","기타서비스",12050,50,282690903300
"919","코스닥","293780","압타바이오","기타서비스",24150,850,266042026950
"920","코스닥","072520","제넨바이오","기타서비스",1340,95,122092630020
"921","코스닥","299660","셀리드","기타서비스",20600,50,198763055200
"922","코스닥","246960","이노테라피","기타서비스",7920,60,39949937280
"923","코스닥","104620","노랑풍선","기타서비스",10950,0,52183867500
"924","코스닥","217330","싸이토젠","기타서비스",11700,450,65916208800
"925","코스닥","268600","셀리버리","기타서비스",82100,-1600,657588734700
"926","코스닥","226950","올릭스","기타서비스",36650,950,240531054650
"927","코스닥","245620","EDGC","기타서비스",15750,0,569723805000
"928","코스닥","038870","에코바이오","기타서비스",5710,870,66298775740
"929","코스닥","038340","UCI","기타서비스",3285,40,108784157985
"930","코스닥","054800","아이디스홀딩스","기타서비스",13750,-200,142281645000
"931","코스닥","045970","코아시아","기타서비스",8900,1260,232600076000
"932","코스닥","900310","컬러레이","기타서비스",1550,25,8.37e+10
"933","코스닥","151860","KG ETS","기타서비스",4355,260,1.5678e+11
"934","코스닥","215380","우정바이오","기타서비스",7100,250,79181202200
"935","코스닥","217600","켐온","기타서비스",1225,-5,78230141500
"936","코스닥","215600","신라젠","기타서비스",13100,750,938184337500
"937","코스닥","216050","인크로스","기타서비스",26600,1400,214310268200
"938","코스닥","072990","에이치시티","기타서비스",9190,60,63664644000
"939","코스닥","204840","지엘팜텍","기타서비스",867,69,38741308041
"940","코스닥","230360","에코마케팅","기타서비스",31100,50,503786940700
"941","코스닥","142760","바이오리더스","기타서비스",7830,90,150222660750
"942","코스닥","144510","녹십자랩셀","기타서비스",45550,-150,480737159700
"943","코스닥","180400","캔서롭","기타서비스",7740,0,174809664720
"944","코스닥","094850","참좋은여행","기타서비스",5450,10,7.63e+10
"945","코스닥","225330","씨엠에스에듀","기타서비스",4350,90,81060631800
"946","코스닥","115180","큐리언트","기타서비스",26650,1050,229871333900
"947","코스닥","047920","메디포럼제약","기타서비스",5550,-160,76858470150
"948","코스닥","133750","메가엠디","기타서비스",3930,125,90771512610
"949","코스닥","185490","아이진","기타서비스",9750,-110,112013411250
"950","코스닥","215200","메가스터디교육","기타서비스",44000,2250,520162720000
"951","코스닥","141080","레고켐바이오","기타서비스",50400,1400,542320178400
"952","코스닥","001000","신라섬유","기타서비스",1610,25,39086839400
"953","코스닥","187220","디티앤씨","기타서비스",6250,650,68446918750
"954","코스닥","084650","랩지노믹스","기타서비스",25500,1150,284170036500
"955","코스닥","196170","알테오젠","기타서비스",94600,800,1324016870000
"956","코스닥","043910","자연과환경","기타서비스",1680,40,89290919760
"957","코스닥","090850","이지웰","기타서비스",11300,50,126233735100
"958","코스닥","168330","내츄럴엔도텍","기타서비스",2525,0,52181200550
"959","코스닥","089600","나스미디어","기타서비스",28700,650,251259631700
"960","코스닥","045100","한양이엔지","기타서비스",9940,420,1.7892e+11
"961","코스닥","057030","YBM넷","기타서비스",6160,340,100486213520
"962","코스닥","037350","성도이엔지","기타서비스",3105,-35,48034350000
"963","코스닥","035610","솔본","기타서비스",3755,280,102684218735
"964","코스닥","022100","포스코 ICT","기타서비스",4425,30,672753675825
"965","코스닥","140410","메지온","기타서비스",156000,3000,1358128512000
"966","코스닥","127120","디엔에이링크","기타서비스",4470,245,56202092250
"967","코스닥","130580","나이스디앤비","기타서비스",8360,-10,1.28744e+11
"968","코스닥","123570","이엠넷","기타서비스",3290,50,73288296620
"969","코스닥","032860","글로스퍼랩스","기타서비스",263,4,19345974920
"970","코스닥","046120","오르비텍","기타서비스",3030,105,72085436190
"971","코스닥","109820","진매트릭스","기타서비스",7430,-20,140467909580
"972","코스닥","095700","제넥신","기타서비스",73700,8000,1752913743900
"973","코스닥","067630","에이치엘비생명과학","기타서비스",19500,600,917873833500
"974","코스닥","092130","이크레더블","기타서비스",18600,50,224010960000
"975","코스닥","096240","청담러닝","기타서비스",17150,100,131620264650
"976","코스닥","040420","정상제이엘에스","기타서비스",6430,40,100806659360
"977","코스닥","080160","모두투어","기타서비스",12350,-50,2.33415e+11
"978","코스닥","039310","세중","기타서비스",2555,290,46300859185
"979","코스닥","038390","레드캡투어","기타서비스",13300,100,114240084000
"980","코스닥","020710","시공테크","기타서비스",5470,30,109662395900
"981","코스닥","086040","바이오톡스텍","기타서비스",8890,180,129683968470
"982","코스닥","083790","크리스탈","기타서비스",13700,100,576377782700
"983","코스닥","084990","헬릭스미스","기타서비스",67500,1100,1445518440000
"984","코스닥","067900","와이엔텍","기타서비스",10650,350,193826368350
"985","코스닥","050540","한국코퍼레이션","기타서비스",282,0,10937537226
"986","코스닥","029960","코엔텍","기타서비스",9790,-10,4.895e+11
"987","코스닥","068930","디지털대성","기타서비스",7790,210,176047947170
"988","코스닥","060150","인선이엔티","기타서비스",7220,60,277185056040
"989","코스닥","034950","한국기업평가","기타서비스",63700,100,289230741800
"990","코스닥","049720","고려신용정보","기타서비스",5590,450,7.9937e+10
"991","코스닥","054930","유신","기타서비스",17850,0,5.355e+10
"992","코스닥","039830","오로라","기타서비스",11000,250,118391790000
"993","코스닥","038290","마크로젠","기타서비스",35000,600,371190890000
"994","코스닥","037440","희림","기타서비스",3890,20,54158427750
"995","코스닥","036120","SCI평가정보","기타서비스",2660,140,9.443e+10
"996","코스닥","034810","해성산업","기타서비스",8610,50,84205800000
"997","코스닥","030190","NICE평가정보","기타서비스",17400,-100,1056437868000
"998","코스닥","010470","오리콤","기타서비스",3830,85,44826511500
"999","코스닥","154030","아시아종묘","농림업",4865,-25,44833597235
"1000","코스닥","054050","농우바이오","농림업",10400,100,166717834400
"1001","코스닥","065420","에스아이리소스","광업",639,0,41281932996
"1002","코스닥","053050","지에스이","전기,가스,수도",1395,30,41832697815
"1003","코스닥","041590","젬백스지오","건설",904,7,61083032304
"1004","코스닥","226360","이엑스티","건설",2790,45,81892149750
"1005","코스닥","076080","웰크론한텍","건설",1735,5,34665476970
"1006","코스닥","007680","대원","건설",8750,120,101391762500
"1007","코스닥","094820","일진파워","건설",4565,65,68834306585
"1008","코스닥","078940","코드네이처","건설",2980,0,89851791840
"1009","코스닥","044180","KD","건설",495,0,38784885480
"1010","코스닥","066620","국보디자인","건설",14000,100,1.05e+11
"1011","코스닥","054940","엑사이엔씨","건설",1205,95,39974125340
"1012","코스닥","091590","남화토건","건설",13700,0,1.60838e+11
"1013","코스닥","046940","우원개발","건설",6900,-60,124713015000
"1014","코스닥","042940","상지카일룸","건설",1905,75,81071759370
"1015","코스닥","060370","KT서브마린","건설",3895,40,85300500000
"1016","코스닥","036190","금화피에스시","건설",28200,250,1.692e+11
"1017","코스닥","035890","서희건설","건설",1035,10,214329029580
