"","종목코드","종목명","시장구분","산업분류","현재가.종가.","전일대비","시가총액.원.","일자","관리여부","종가","EPS","PER","BPS","PBR","주당배당금","배당수익률","게시물..일련번호","총카운트"
"950","044490","태웅","코스닥","금속",5960,-110,119243990760,"2019-06-07","-",10150,"-","-","30,137","0.34",0,0,354,NA
"951","039340","한국경제TV","코스닥","통신방송서비스",5150,170,1.1845e+11,"2019-06-07","-",6420,"645","9.95","4,737","1.36",100,1.56,295,NA
"952","039830","오로라","코스닥","기타서비스",11000,250,118391790000,"2019-06-07","-",13300,"577","23.05","9,495","1.4",150,1.13,302,NA
"953","095270","웨이브일렉트로","코스닥","IT H/W",10750,-550,118331850500,"2019-06-07","-",22450,"-","-","3,950","5.68",0,0,784,NA
"954","005990","매일홀딩스","코스닥","음식료·담배",8620,590,118251780480,"2019-06-07","-",13750,"1,930","7.12","19,879","0.69",120,0.87,23,NA
"955","024060","흥구석유","코스닥","유통",7820,-50,1.173e+11,"2019-06-07","-",5940,"163","36.44","4,696","1.26",120,2.02,129,NA
"956","003030","세아제강지주","코스피","금융업",28250,650,117001810250,"2019-06-07","-",54900,"65,799","0.83","227,270","0.24",1800,3.28,1495,NA
"957","100840","S&TC","코스피","기계",15550,950,116729356050,"2019-06-07","-",12500,"250","50","30,849","0.41",0,0,2082,NA
"958","000155","두산우","코스피","서비스업",29200,300,116696690400,"2019-06-07","-",73400,"-","-","-","-",5250,7.15,1337,NA
"959","000520","삼일제약","코스피","의약품",17950,-50,1.16675e+11,"2019-06-07","-",25950,"-","-","8,628","3.01",100,0.39,1358,NA
"960","041910","에스텍파마","코스닥","제약",9750,370,116008064250,"2019-06-07","-",8240,"565","14.58","7,501","1.1",50,0.61,329,NA
"961","054450","텔레칩스","코스닥","IT H/W",8580,0,115880716380,"2019-06-07","-",12550,"746","16.82","7,182","1.75",120,0.96,472,NA
"962","033340","좋은사람들","코스닥","섬유·의류",2315,0,115537538560,"2019-06-07","-",4080,"138","29.57","2,908","1.4",0,0,208,NA
"963","214270","퓨쳐스트림네트웍스","코스닥","출판·매체복제",1145,5,115398125405,"2019-06-07","-",1675,"42","39.88","451","3.71",0,0,1109,NA
"964","051360","토비스","코스닥","IT H/W",6900,60,115347700200,"2019-06-07","-",6790,"1,234","5.5","10,604","0.64",200,2.95,418,NA
"965","002800","신신제약","코스닥","제약",7590,120,115144095000,"2019-06-07","-",7050,"191","36.91","3,595","1.96",33,0.47,10,NA
"966","060240","룽투코리아","코스닥","IT S/W & SVC",4525,195,115067510100,"2019-06-07","-",5040,"889","5.67","2,730","1.85",0,0,511,NA
"967","093230","이아이디","코스피","유통업",209,3,114603591278,"2019-06-07","-",230,"-","-","303","0.76",0,0,2068,NA
"968","038390","레드캡투어","코스닥","기타서비스",13300,100,114240084000,"2019-06-07","-",17500,"1,711","10.23","17,327","1.01",800,4.57,277,NA
"969","005160","동국산업","코스닥","금속",2105,20,114184634610,"2019-06-07","-",2665,"204","13.06","6,930","0.38",130,4.88,18,NA
"970","073570","WI","코스닥","IT H/W",1600,-5,113933840000,"2019-06-07","-",7950,"-","-","2,435","3.26",0,0,635,NA
"971","009320","대우부품","코스피","운수장비",2390,-10,113874836250,"2019-06-07","-",2270,"24","94.58","825","2.75",0,0,1723,NA
"972","082210","옵트론텍","코스닥","IT H/W",4785,175,113289425535,"2019-06-07","-",7900,"161","49.07","4,308","1.83",30,0.38,682,NA
"973","027710","팜스토리","코스닥","음식료·담배",1015,21,113087849000,"2019-06-07","-",1240,"-","-","1,683","0.74",0,0,156,NA
"974","124500","아이티센","코스닥","IT S/W & SVC",5670,70,112874578110,"2019-06-07","-",4950,"-","-","2,070","2.39",0,0,923,NA
"975","075580","세진중공업","코스피","운수장비",2940,30,112815796800,"2019-06-07","-",4775,"46","103.8","4,048","1.18",20,0.42,2022,NA
"976","001840","이화공영","코스닥","건설",5660,20,112100601600,"2019-06-07","-",5290,"24","220.42","2,164","2.44",20,0.38,6,NA
"977","185490","아이진","코스닥","기타서비스",9750,-110,112013411250,"2019-06-07","-",11850,"-","-","2,028","5.84",0,0,1042,NA
"978","092070","디엔에프","코스닥","화학",10400,100,111923011200,"2019-06-07","-",7190,"1,363","5.28","8,369","0.86",200,2.78,760,NA
"979","058610","에스피지","코스닥","IT H/W",5360,120,111900586000,"2019-06-07","-",8200,"388","21.13","6,025","1.36",100,1.22,502,NA
"980","034940","조아제약","코스닥","제약",3880,110,111873941200,"2019-06-07","-",4490,"23","195.22","1,906","2.36",0,0,218,NA
"981","007330","푸른저축은행","코스닥","금융",7380,230,111311064000,"2019-06-07","-",8390,"1,994","4.21","16,417","0.51",550,6.56,31,NA
"982","204620","글로벌텍스프리","코스닥","금융",2985,5,111203840730,"2019-06-07","-",4365,"226","19.31","1,990","2.19",0,0,1084,NA
"983","000860","강남제비스코","코스피","화학",17100,150,1.1115e+11,"2019-06-07","-",25150,"5,942","4.23","79,596","0.32",550,2.19,1374,NA
"984","000890","보해양조","코스피","음식료품",872,15,111135853256,"2019-06-07","-",1260,"-","-","718","1.75",0,0,1453,NA
"985","306200","세아제강","코스피","철강금속",39050,800,110757515000,"2019-06-07","-",64900,"2,481","26.16","195,132","0.33",1800,2.77,2202,NA
"986","036670","KCI","코스닥","화학",9800,460,1.10446e+11,"2019-06-07","-",11150,"826","13.5","4,927","2.26",180,1.61,251,NA
"987","007210","벽산","코스피","비금속광물",1610,150,110381600000,"2019-06-07","-",2375,"136","17.46","3,463","0.69",15,0.63,1671,NA
"988","149950","아바텍","코스닥","IT H/W",7060,200,110188950000,"2019-06-07","-",7090,"510","13.9","8,779","0.81",100,1.41,990,NA
"989","053300","한국정보인증","코스닥","IT S/W & SVC",3530,40,110012450000,"2019-06-07","-",3790,"252","15.04","2,565","1.48",80,2.11,451,NA
"990","020710","시공테크","코스닥","기타서비스",5470,30,109662395900,"2019-06-07","-",6450,"73","88.36","4,712","1.37",20,0.31,110,NA
"991","023450","동남합성","코스피","화학",30200,0,109377997600,"2019-06-07","-",23650,"1,639","14.43","16,991","1.39",3400,14.38,1881,NA
"992","198440","고려시멘트","코스닥","비금속",3415,65,109211563400,"2019-06-07","-",3460,"149","23.22","2,705","1.28",35,1.01,1072,NA
"993","144620","코오롱머티리얼","코스피","화학",1590,40,109167229650,"2019-06-07","-",1965,"-","-","1,160","1.69",0,0,2131,NA
"994","014530","극동유화","코스피","화학",3130,90,109141284600,"2019-06-07","-",3465,"484","7.16","4,586","0.76",160,4.62,1813,NA
"995","241690","유니테크노","코스닥","운송장비·부품",9150,-20,109136808000,"2019-06-07","-",13000,"469","27.72","5,274","2.46",0,0,1197,NA
"996","001290","상상인증권","코스피","금융업",1135,10,109083075995,"2019-06-07","-",2385,"-","-","1,944","1.23",0,0,1400,NA
"997","007980","태평양물산","코스피","섬유의복",2185,190,109057156270,"2019-06-07","-",3090,"213","14.51","2,971","1.04",20,0.65,1689,NA
"998","225190","삼양옵틱스","코스닥","의료·정밀기기",10800,150,1.08972e+11,"2019-06-07","-",14700,"1,246","11.8","3,595","4.09",1100,7.48,1158,NA
"999","038340","UCI","코스닥","기타서비스",3285,40,108784157985,"2019-06-07","-",1830,"-","-","708","2.58",0,0,276,NA
"1000","064290","인텍플러스","코스닥","IT H/W",8670,390,108721470540,"2019-06-07","-",6270,"-","-","1,311","4.78",0,0,538,NA
"1001","101160","월덱스","코스닥","IT H/W",6580,120,108642333940,"2019-06-07","-",7770,"1,064","7.3","4,308","1.8",50,0.64,823,NA
"1002","048870","시너지이노베이션","코스닥","의료·정밀기기",1665,25,108577402245,"2019-06-07","-",1955,"-","-","937","2.09",0,0,392,NA
"1003","013990","아가방컴퍼니","코스닥","유통",3300,10,108528868800,"2019-06-07","-",3355,"-","-","4,593","0.73",0,0,61,NA
"1004","082740","HSD엔진","코스피","기계",3290,70,108396097180,"2019-06-07","-",3850,"-","-","7,012","0.55",0,0,2038,NA
"1005","038680","에스넷","코스닥","IT S/W & SVC",6730,400,108186196950,"2019-06-07","-",9600,"300","32","4,302","2.23",100,1.04,283,NA
"1006","018310","삼목에스폼","코스닥","금속",7340,-10,1.07898e+11,"2019-06-07","-",12600,"2,389","5.27","22,470","0.56",100,0.79,84,NA
"1007","008290","원풍물산","코스닥","섬유·의류",2650,50,107838249350,"2019-06-07","-",3440,"-","-","636","5.41",0,0,38,NA
"1008","002760","보락","코스피","화학",1800,75,1.0782e+11,"2019-06-07","-",2430,"18","135","731","3.32",5,0.21,1477,NA
"1009","004560","현대비앤지스틸","코스피","철강금속",7150,140,107813498650,"2019-06-07","-",8760,"1,280","6.84","25,152","0.35",100,1.14,1570,NA
"1010","122640","예스티","코스닥","IT H/W",7690,-80,107685592320,"2019-06-07","-",15200,"-","-","4,325","3.51",0,0,908,NA
"1011","002460","화성산업","코스피","건설업",8640,160,107574912000,"2019-06-07","-",13450,"4,065","3.31","30,102","0.45",930,6.91,1469,NA
"1012","016600","큐캐피탈","코스닥","금융",750,-5,107390322750,"2019-06-07","-",733,"-","-","751","0.98",0,0,73,NA
"1013","014970","삼륭물산","코스닥","종이·목재",7100,170,107387500000,"2019-06-07","-",4515,"-","-","4,562","0.99",75,1.66,68,NA
"1014","000490","대동공업","코스피","기계",4520,-20,107251509200,"2019-06-07","-",6010,"59","101.86","8,931","0.67",50,0.83,1356,NA
"1015","138690","엘아이에스","코스닥","IT H/W",6690,150,107220435990,"2019-06-07","-",12400,"9","1,377.78","2,320","5.34",0,0,964,NA
"1016","017900","광전자","코스피","전기전자",1850,85,107195961550,"2019-06-07","-",2500,"126","19.84","3,839","0.65",50,2,1854,NA
"1017","241770","메카로","코스닥","IT H/W",10600,150,107072084000,"2019-06-07","-",14000,"2,888","4.85","13,829","1.01",575,4.11,1199,NA
"1018","006220","제주은행","코스피","금융업",3330,310,106988817420,"2019-06-07","-",4705,"1,071","4.39","14,722","0.32",100,2.13,1644,NA
"1019","187870","디바이스이엔지","코스닥","IT H/W",15150,250,106604626350,"2019-06-07","-",11600,"2,087","5.56","8,964","1.29",185,1.59,1047,NA
"1020","069110","코스온","코스닥","화학",5700,-40,106573817700,"2019-06-07","-",8220,"-","-","4,904","1.68",0,0,607,NA
"1021","003830","대한화섬","코스피","화학",80200,1200,106505600000,"2019-06-07","-",106000,"39,390","2.69","375,351","0.28",750,0.71,1538,NA
"1022","034590","인천도시가스","코스피","전기가스업",24300,150,106306522200,"2019-06-07","-",29400,"3,912","7.52","41,158","0.71",1250,4.25,1943,NA
"1023","065150","MP그룹","코스닥","유통",1315,0,106263055205,"2019-06-07","관리종목",1315,"-","-","224","5.87",0,0,548,NA
"1024","001470","삼부토건","코스피","건설업",772,5,106185796096,"2019-06-07","-",834,"-","-","1,591","0.52",0,0,1411,NA
"1025","000180","성창기업지주","코스피","서비스업",1520,10,106022432000,"2019-06-07","-",1990,"-","-","7,013","0.28",0,0,1339,NA
"1026","010820","퍼스텍","코스피","기계",2265,60,105922362600,"2019-06-07","-",2565,"-","-","844","3.04",0,0,1757,NA
"1027","056360","코위버","코스닥","IT H/W",10800,810,105805440000,"2019-06-07","-",8850,"663","13.35","10,171","0.87",150,1.69,487,NA
"1028","080000","에스엔유","코스닥","기계·장비",3080,50,105714439600,"2019-06-07","-",2535,"303","8.37","3,139","0.81",0,0,669,NA
"1029","003650","미창석유","코스피","화학",60700,-200,105598090400,"2019-06-07","-",78000,"6,593","11.83","143,739","0.54",1600,2.05,1532,NA
"1030","160550","NEW","코스닥","오락·문화",3780,70,105485080680,"2019-06-07","-",5920,"-","-","4,223","1.4",0,0,1006,NA
"1031","288620","에스퓨얼셀","코스닥","일반전기전자",18350,100,105408198600,"2019-06-07","-",20600,"325","63.38","5,246","3.93",50,0.24,1279,NA
"1032","060310","3S","코스닥","기계·장비",2350,40,105285900850,"2019-06-07","-",2595,"-","-","704","3.69",0,0,516,NA
"1033","109610","에스와이","코스닥","금속",4205,45,105251246715,"2019-06-07","-",5000,"60","83.33","4,478","1.12",0,0,860,NA
"1034","066620","국보디자인","코스닥","건설",14000,100,1.05e+11,"2019-06-07","-",14950,"1,862","8.03","14,480","1.03",280,1.87,575,NA
"1035","094940","푸른기술","코스닥","IT H/W",15950,0,104858521900,"2019-06-07","-",13700,"225","60.89","4,015","3.41",30,0.22,781,NA
"1036","066980","브레인콘텐츠","코스닥","IT S/W & SVC",661,4,104714483741,"2019-06-07","-",904,"-","-","640","1.41",0,0,582,NA
"1037","004770","써니전자","코스피","전기전자",3100,-10,104548259500,"2019-06-07","-",3290,"126","26.11","1,405","2.34",0,0,1576,NA
"1038","137950","제이씨케미칼","코스닥","화학",4705,255,104494841190,"2019-06-07","-",3515,"224","15.69","3,671","0.96",60,1.71,958,NA
"1039","111870","삼본전자","코스닥","일반전기전자",1610,20,104467532260,"2019-06-07","-",3220,"59","54.58","1,856","1.73",0,0,870,NA
"1040","238490","힘스","코스닥","IT H/W",18450,100,104355377100,"2019-06-07","-",21950,"-","-","9,293","2.36",0,0,1192,NA
"1041","267290","경동도시가스","코스피","전기가스업",17700,50,104348686200,"2019-06-07","-",30250,"7,235","4.18","67,853","0.45",875,2.89,2179,NA
"1042","108380","대양전기공업","코스닥","운송장비·부품",10900,200,104283929700,"2019-06-07","-",13500,"1,350","10","20,439","0.66",0,0,855,NA
"1043","072470","우리산업홀딩스","코스닥","운송장비·부품",5520,120,104258122320,"2019-06-07","-",4740,"102","46.47","7,255","0.65",50,1.05,622,NA
"1044","080720","한국유니온제약","코스닥","제약",17650,-900,104200799200,"2019-06-07","-",19700,"1,181","16.68","9,792","2.01",0,0,679,NA
"1045","137940","넥스트아이","코스닥","의료·정밀기기",1350,40,104106833550,"2019-06-07","-",2380,"-","-","1,074","2.22",7,0.29,957,NA
"1046","130660","한전산업","코스피","서비스업",3175,60,1.03505e+11,"2019-06-07","-",3465,"371","9.34","2,312","1.5",169,4.88,2119,NA
"1047","036560","영풍정밀","코스닥","기계·장비",6560,40,1.0332e+11,"2019-06-07","-",9380,"719","13.05","18,079","0.52",250,2.67,247,NA
"1048","153710","옵티팜","코스닥","제약",7180,20,103232302440,"2019-06-07","-",11100,"-","-","2,493","4.45",0,0,998,NA
"1049","018700","바른손","코스닥","오락·문화",3500,140,103150204500,"2019-06-07","-",2585,"-","-","2,687","0.96",0,0,104,NA
"1050","083930","아바코","코스닥","기계·장비",6440,80,103017492200,"2019-06-07","-",6620,"1,719","3.85","7,453","0.89",200,3.02,697,NA
"1051","013520","화승알앤에이","코스피","운수장비",1595,35,102975129950,"2019-06-07","-",2055,"-","-","3,370","0.61",25,1.22,1803,NA
"1052","037270","YG PLUS","코스피","기타제조",1770,10,102962146080,"2019-06-07","-",1495,"-","-","1,628","0.92",0,0,1957,NA
"1053","241710","코스메카코리아","코스닥","화학",9640,140,102955200000,"2019-06-07","-",21550,"840","25.65","11,702","1.84",100,0.46,1198,NA
"1054","068330","일신바이오","코스닥","기계·장비",2325,40,102802525500,"2019-06-07","-",1895,"72","26.32","808","2.35",5,0.26,601,NA
"1055","035610","솔본","코스닥","기타서비스",3755,280,102684218735,"2019-06-07","-",4675,"434","10.77","5,074","0.92",0,0,233,NA
"1056","013570","디와이","코스피","금융업",3900,40,102646568700,"2019-06-07","-",5620,"235","23.91","12,908","0.44",150,2.67,1804,NA
"1057","001070","대한방직","코스피","섬유의복",19350,0,1.02555e+11,"2019-06-07","-",20450,"3,024","6.76","33,400","0.61",300,1.47,1388,NA
"1058","307930","컴퍼니케이","코스닥","금융",6560,350,102401600000,"2019-06-07","-",12600,"442","28.51","2,021","6.23",0,0,1309,NA
"1059","179290","엠아이텍","코스닥","의료·정밀기기",3365,5,102375272670,"2019-06-07","-",5170,"16","323.12","1,471","3.51",50,0.97,1032,NA
"1060","003160","디아이","코스피","의료정밀",3250,-30,102364551250,"2019-06-07","-",3995,"363","11.01","4,303","0.93",50,1.25,1502,NA
"1061","066590","우수AMS","코스닥","운송장비·부품",4145,5,102357885935,"2019-06-07","-",4580,"59","77.63","2,412","1.9",0,0,574,NA
"1062","099220","SDN","코스닥","유통",2210,20,102334447800,"2019-06-07","-",1450,"52","27.88","1,604","0.9",0,0,808,NA
"1063","001570","금양","코스피","화학",2320,70,102191673200,"2019-06-07","-",2265,"533","4.25","1,822","1.24",80,3.53,1422,NA
"1064","118000","우리들휴브레인","코스피","유통업",2845,220,102144897035,"2019-06-07","-",2220,"-","-","757","2.93",0,0,2106,NA
"1065","007540","샘표","코스피","금융업",35350,1350,101659530000,"2019-06-07","-",44200,"5,797","7.62","52,168","0.85",200,0.45,1676,NA
"1066","007680","대원","코스닥","건설",8750,120,101391762500,"2019-06-07","-",14000,"2,723","5.14","24,678","0.57",250,1.79,35,NA
"1067","160980","싸이맥스","코스닥","IT H/W",9240,160,100940005320,"2019-06-07","-",9130,"1,289","7.08","9,737","0.94",250,2.74,1008,NA
"1068","011370","서한","코스닥","건설",1000,11,100894865000,"2019-06-07","-",1615,"417","3.87","2,957","0.55",40,2.48,52,NA
"1069","040420","정상제이엘에스","코스닥","기타서비스",6430,40,100806659360,"2019-06-07","-",7600,"239","31.8","3,943","1.93",430,5.66,310,NA
"1070","035080","인터파크홀딩스","코스닥","유통",1720,35,1.0062e+11,"2019-06-07","-",2345,"-","-","5,193","0.45",50,2.13,231,NA
"1071","069540","라이트론","코스닥","IT H/W",5420,0,100561449660,"2019-06-07","관리종목",5420,"-","-","4,021","1.35",0,0,612,NA
"1072","251630","브이원텍","코스닥","기계·장비",6650,80,100086357000,"2019-06-07","-",10850,"1,031","10.52","5,120","2.12",200,1.84,1215,NA
"1073","214330","금호에이치티","코스피","운수장비",3880,220,99888198280,"2019-06-07","-",5540,"632","8.77","7,887","0.7",0,0,2162,NA
"1074","120030","조선선재","코스피","기계",79400,600,99857489400,"2019-06-07","-",82900,"10,397","7.97","81,594","1.02",1500,1.81,2108,NA
"1075","053280","예스24","코스닥","IT S/W & SVC",5790,0,9.9588e+10,"2019-06-07","-",6690,"-","-","3,901","1.71",120,1.79,449,NA
"1076","019550","SBI인베스트먼트","코스닥","금융",614,15,99508877050,"2019-06-07","-",774,"16","48.38","514","1.51",0,0,87,NA
"1077","087260","모바일어플라이언스","코스닥","IT S/W & SVC",3315,270,9.945e+10,"2019-06-07","-",6690,"136","49.19","2,090","3.2",0,0,723,NA
"1078","120240","대정화금","코스닥","화학",14000,50,99405474000,"2019-06-07","-",14650,"1,501","9.76","16,125","0.91",300,2.05,899,NA
"1079","065710","서호전기","코스닥","일반전기전자",19300,350,9.9395e+10,"2019-06-07","-",21400,"1,056","20.27","12,102","1.77",500,2.34,564,NA
"1080","134380","미원화학","코스피","화학",45100,150,99186986800,"2019-06-07","-",41400,"3,675","11.27","41,025","1.01",1000,2.42,2121,NA
"1081","131400","액트","코스닥","IT H/W",4750,5,98988874250,"2019-06-07","-",3540,"148","23.92","2,013","1.76",30,0.85,946,NA
"1082","089890","코세스","코스닥","IT H/W",5870,170,98921016940,"2019-06-07","-",7760,"545","14.24","1,248","6.22",0,0,740,NA
"1083","086960","한컴MDS","코스닥","IT S/W & SVC",11200,500,98880409600,"2019-06-07","-",13600,"733","18.55","12,218","1.11",250,1.84,720,NA
"1084","070590","한솔인티큐브","코스닥","IT S/W & SVC",7100,-200,98544599100,"2019-06-07","-",2785,"-","-","1,763","1.58",0,0,615,NA
"1085","107590","미원홀딩스","코스피","금융업",42200,-50,98400862800,"2019-06-07","-",43100,"4,155","10.37","56,573","0.76",400,0.93,2096,NA
"1086","060560","홈센타홀딩스","코스닥","유통",1155,-15,98305534635,"2019-06-07","-",1320,"-","-","952","1.39",0,0,521,NA
"1087","093920","서원인텍","코스닥","IT H/W",5270,50,9.8022e+10,"2019-06-07","-",5310,"260","20.42","8,229","0.65",300,5.65,772,NA
"1088","034300","신세계건설","코스피","건설업",24500,-200,9.8e+10,"2019-06-07","-",31600,"10,769","2.93","48,912","0.65",750,2.37,1941,NA
"1089","089140","넥스턴","코스닥","비금속",8240,30,97615324800,"2019-06-07","-",11050,"519","21.29","8,063","1.37",100,0.9,733,NA
"1090","079370","제우스","코스닥","기계·장비",9400,50,97609600000,"2019-06-07","-",12800,"2,990","4.28","20,224","0.63",300,2.34,662,NA
"1091","190510","나무가","코스닥","IT H/W",14200,150,97569478000,"2019-06-07","-",45400,"1,301","34.9","10,506","4.32",0,0,1052,NA
"1092","012800","대창","코스피","철강금속",1070,10,97520333930,"2019-06-07","-",1425,"128","11.13","2,013","0.71",30,2.11,1800,NA
"1093","117670","알파홀딩스","코스닥","IT H/W",5790,90,97463822700,"2019-06-07","-",8890,"-","-","3,650","2.44",0,0,891,NA
"1094","049480","오픈베이스","코스닥","IT S/W & SVC",3100,260,97409387300,"2019-06-07","-",2585,"-","-","2,016","1.28",15,0.58,400,NA
"1095","194370","제이에스코퍼레이션","코스피","기타제조",7300,200,97349887300,"2019-06-07","-",17900,"457","39.17","11,633","1.54",450,2.51,2153,NA
"1096","002360","SH에너지화학","코스피","화학",875,4,97242013750,"2019-06-07","-",1205,"21","57.38","932","1.29",23,1.91,1463,NA
"1097","036260","이매진아시아","코스닥","오락·문화",2220,0,97187539620,"2019-06-07","-",2220,"-","-","715","3.1",0,0,242,NA
"1098","065450","빅텍","코스닥","의료·정밀기기",3495,-110,96919436085,"2019-06-07","-",3130,"35","89.43","1,459","2.15",30,0.96,553,NA
"1099","069510","에스텍","코스닥","일반전기전자",8870,30,96771700000,"2019-06-07","-",13100,"2,373","5.52","12,738","1.03",500,3.82,611,NA
"1100","114450","KPX생명과학","코스닥","제약",6450,200,9.675e+10,"2019-06-07","-",3660,"-","-","3,941","0.93",0,0,876,NA
"1101","069920","아이에스이커머스","코스닥","유통",3745,-5,96719725690,"2019-06-07","-",4060,"-","-","2,446","1.66",0,0,613,NA
"1102","222040","코스맥스엔비티","코스닥","음식료·담배",4685,115,96642180000,"2019-06-07","-",11800,"369","31.98","4,406","2.68",111,0.94,1148,NA
"1103","214680","디알텍","코스닥","의료·정밀기기",1910,40,96631822070,"2019-06-07","-",2005,"29","69.14","709","2.83",0,0,1114,NA
"1104","008600","윌비스","코스피","유통업",1530,90,96604723260,"2019-06-07","-",1215,"-","-","2,354","0.52",0,0,1702,NA
"1105","204630","화이브라더스코리아","코스닥","오락·문화",3375,435,96570478125,"2019-06-07","-",3190,"5","638","1,548","2.06",0,0,1085,NA
"1106","045060","오공","코스닥","화학",5700,30,96569251800,"2019-06-07","-",3270,"483","6.77","4,338","0.75",50,1.53,357,NA
"1107","205470","휴마시스","코스닥","금융",2970,110,96266345670,"2019-06-07","-",1845,"-","-","575","3.21",0,0,1089,NA
"1108","138610","나이벡","코스닥","제약",9720,110,96256955880,"2019-06-07","-",7340,"-","-","1,446","5.08",0,0,963,NA
"1109","045660","에이텍","코스닥","IT H/W",11650,50,9.6229e+10,"2019-06-07","-",9410,"745","12.63","8,463","1.11",100,1.06,364,NA
"1110","264900","크라운제과","코스피","음식료품",7670,140,96057929500,"2019-06-07","-",9750,"1,029","9.48","9,640","1.01",250,2.56,2174,NA
"1111","006980","우성사료","코스피","음식료품",3100,60,9.579e+10,"2019-06-07","-",4030,"-","-","5,157","0.78",0,0,1666,NA
"1112","003100","선광","코스닥","운송",14500,300,9.57e+10,"2019-06-07","-",17100,"1,645","10.4","45,898","0.37",400,2.34,11,NA
"1113","000230","일동홀딩스","코스피","금융업",8290,110,95669916000,"2019-06-07","-",13100,"-","-","14,935","0.88",200,1.53,1345,NA
"1114","093190","빅솔론","코스닥","IT H/W",4955,-15,95328774275,"2019-06-07","-",5750,"809","7.11","7,576","0.76",180,3.13,767,NA
"1115","067830","세이브존I&C","코스피","유통업",2320,45,95214876400,"2019-06-07","-",3820,"673","5.68","10,590","0.36",50,1.31,1999,NA
"1116","019440","세아특수강","코스피","철강금속",11100,150,9.5127e+10,"2019-06-07","-",14900,"1,325","11.25","36,804","0.4",900,6.04,1866,NA
"1117","126880","제이엔케이히터","코스닥","기계·장비",4250,55,94947877250,"2019-06-07","-",5770,"-","-","3,081","1.87",0,0,929,NA
"1118","073110","엘엠에스","코스닥","IT H/W",10650,100,94739790750,"2019-06-07","-",12400,"881","14.07","13,267","0.93",150,1.21,630,NA
"1119","038880","아이에이","코스닥","IT H/W",392,4,94635574152,"2019-06-07","-",701,"-","-","186","3.77",0,0,285,NA
"1120","009470","삼화전기","코스피","전기전자",14300,300,94577626000,"2019-06-07","-",17650,"845","20.89","6,416","2.75",100,0.57,1730,NA
"1121","100220","비상교육","코스피","서비스업",7270,170,94486307070,"2019-06-07","-",8760,"199","44.02","15,926","0.55",200,2.28,2080,NA
"1122","211270","AP위성","코스닥","IT H/W",6290,190,94443117160,"2019-06-07","-",7020,"-","-","5,428","1.29",0,0,1103,NA
"1123","036120","SCI평가정보","코스닥","기타서비스",2660,140,9.443e+10,"2019-06-07","-",2595,"44","58.98","473","5.49",0,0,237,NA
"1124","025620","제이준코스메틱","코스피","화학",2915,10,94351017640,"2019-06-07","-",6460,"-","-","4,764","1.36",0,0,1897,NA
"1125","043200","파루","코스닥","IT H/W",2440,70,94199584280,"2019-06-07","-",2555,"-","-","1,133","2.26",0,0,338,NA
"1126","014570","고려제약","코스닥","제약",8560,150,9.416e+10,"2019-06-07","-",7200,"601","11.98","5,709","1.26",100,1.39,65,NA
"1127","011330","유니켐","코스피","기타제조",1390,20,94064471980,"2019-06-07","-",2405,"196","12.27","971","2.48",0,0,1773,NA
"1128","083640","인콘","코스닥","IT H/W",1160,0,93980324360,"2019-06-07","-",3015,"-","-","770","3.92",0,0,693,NA
"1129","014200","광림","코스닥","운송장비·부품",1775,10,93936965350,"2019-06-07","-",2620,"-","-","1,548","1.69",0,0,95,NA
"1130","003480","한진중공업홀딩스","코스피","전기가스업",3180,70,93904802160,"2019-06-07","-",3460,"346","10","11,523","0.3",0,0,1516,NA
"1131","259630","엠플러스","코스닥","기계·장비",18100,-50,93752805300,"2019-06-07","-",19300,"309","62.46","7,646","2.52",0,0,1231,NA
"1132","065510","휴비츠","코스닥","의료·정밀기기",7880,130,93637023480,"2019-06-07","-",10700,"611","17.51","7,061","1.52",150,1.4,555,NA
"1133","020120","키다리스튜디오","코스피","서비스업",5500,220,93275963000,"2019-06-07","-",2905,"10","290.5","1,047","2.77",0,0,1871,NA
"1134","217480","에스디생명공학","코스닥","화학",4160,75,93246674560,"2019-06-07","-",7960,"401","19.85","4,977","1.6",0,0,1129,NA
"1135","043340","에쎈테크","코스닥","기계·장비",1295,10,9.324e+10,"2019-06-07","-",1265,"28","45.18","417","3.03",0,0,342,NA
"1136","290740","액트로","코스닥","IT H/W",9270,100,92978201970,"2019-06-07","-",10850,"1,656","6.55","6,361","1.71",400,3.69,1289,NA
"1137","038070","서린바이오","코스닥","유통",11600,50,92807841600,"2019-06-07","-",9480,"363","26.12","7,389","1.28",100,1.05,272,NA
"1138","033540","파라텍","코스닥","기계·장비",5440,635,92391273600,"2019-06-07","-",4950,"21","235.71","4,958","1",50,1.01,211,NA
"1139","049520","유아이엘","코스닥","IT H/W",4240,30,92368128640,"2019-06-07","-",5130,"445","11.53","7,708","0.67",400,7.8,401,NA
"1140","241790","오션브릿지","코스닥","IT H/W",9230,140,92324311820,"2019-06-07","-",11250,"1,482","7.59","5,608","2.01",400,3.56,1200,NA
"1141","031820","콤텍시스템","코스피","서비스업",1360,15,92277993760,"2019-06-07","-",1615,"150","10.77","1,609","1",0,0,1925,NA
"1142","068790","DMS","코스닥","기계·장비",3990,35,92019323130,"2019-06-07","-",5370,"662","8.11","6,576","0.82",100,1.86,603,NA
"1143","226340","본느","코스닥","화학",2995,135,91945290020,"2019-06-07","-",4450,"13","342.31","852","5.22",0,0,1165,NA
