"","종목코드","종목명","시장구분","산업분류","현재가.종가.","전일대비","시가총액.원.","일자","관리여부","종가","EPS","PER","BPS","PBR","주당배당금","배당수익률","게시물..일련번호","총카운트"
"555","084690","대상홀딩스","코스피","금융업",6450,270,233570870100,"2019-06-07","-",7380,"632","11.68","14,078","0.52",190,2.57,2043,NA
"556","080160","모두투어","코스닥","기타서비스",12350,-50,2.33415e+11,"2019-06-07","-",20900,"695","30.07","7,056","2.96",350,1.67,671,NA
"557","200710","에이디테크놀로지","코스닥","IT H/W",25200,300,233390631600,"2019-06-07","-",13700,"932","14.7","5,280","2.59",100,0.73,1077,NA
"558","017940","E1","코스피","유통업",34000,350,2.3324e+11,"2019-06-07","-",57000,"13,507","4.22","180,483","0.32",2000,3.51,1855,NA
"559","065530","전파기지국","코스닥","통신방송서비스",4410,0,233112600000,"2019-06-07","-",4805,"22","218.41","1,321","3.64",50,1.04,556,NA
"560","272550","삼양패키징","코스피","화학",16400,500,233040785600,"2019-06-07","-",17300,"1,507","11.48","18,679","0.93",500,2.89,2185,NA
"561","045970","코아시아","코스닥","기타서비스",8900,1260,232600076000,"2019-06-07","-",6400,"-","-","4,921","1.3",0,0,366,NA
"562","002020","코오롱","코스피","금융업",18400,200,232326238400,"2019-06-07","-",18800,"106","177.36","52,100","0.36",500,2.66,1442,NA
"563","031440","신세계푸드","코스피","서비스업",59800,6100,231574304000,"2019-06-07","-",90600,"2,198","41.22","81,835","1.11",750,0.83,1924,NA
"564","015750","성우하이텍","코스닥","운송장비·부품",2890,65,2.312e+11,"2019-06-07","-",4135,"343","12.06","13,053","0.32",80,1.93,70,NA
"565","003920","남양유업","코스피","음식료품",319500,4500,2.3004e+11,"2019-06-07","-",563000,"2,371","237.45","1,002,437","0.56",1000,0.18,1540,NA
"566","036530","S&T홀딩스","코스피","금융업",14100,400,229884792600,"2019-06-07","-",13700,"1,701","8.05","40,395","0.34",400,2.92,1954,NA
"567","115180","큐리언트","코스닥","기타서비스",26650,1050,229871333900,"2019-06-07","-",21750,"-","-","4,074","5.34",0,0,881,NA
"568","161000","애경유화","코스피","화학",7130,180,228445200000,"2019-06-07","-",7970,"1,682","4.74","10,767","0.74",350,4.39,2138,NA
"569","049950","미래컴퍼니","코스닥","기계·장비",27300,750,228290953800,"2019-06-07","-",47850,"2,748","17.41","12,702","3.77",300,0.63,406,NA
"570","037710","광주신세계","코스피","유통업",142500,2500,2.28e+11,"2019-06-07","-",183000,"28,183","6.49","387,910","0.47",3000,1.64,1959,NA
"571","054780","키이스트","코스닥","오락·문화",2665,0,227475954615,"2019-06-07","-",3420,"-","-","602","5.68",0,0,477,NA
"572","016250","이테크건설","코스닥","건설",81000,-5000,2.268e+11,"2019-06-07","-",108000,"13,248","8.15","101,364","1.07",1000,0.93,72,NA
"573","070960","용평리조트","코스피","서비스업",4690,60,225745331770,"2019-06-07","-",6750,"212","31.84","8,604","0.78",70,1.04,2009,NA
"574","023900","풍국주정","코스닥","음식료·담배",17900,100,2.2554e+11,"2019-06-07","-",16100,"831","19.37","10,184","1.58",200,1.24,127,NA
"575","005810","풍산홀딩스","코스피","금융업",28750,300,225261051250,"2019-06-07","-",39900,"5,394","7.4","89,766","0.44",1700,4.26,1624,NA
"576","092130","이크레더블","코스닥","기타서비스",18600,50,224010960000,"2019-06-07","-",17950,"1,040","17.26","3,996","4.49",670,3.73,761,NA
"577","003560","IHQ","코스피","서비스업",1530,10,223740694440,"2019-06-07","-",2095,"-","-","1,387","1.51",104,4.96,1527,NA
"578","039560","다산네트웍스","코스닥","IT H/W",6960,-30,223264884480,"2019-06-07","-",11650,"-","-","4,439","2.62",0,0,298,NA
"579","222080","씨아이에스","코스닥","기계·장비",3935,65,221664790910,"2019-06-07","-",2370,"-","-","705","3.36",0,0,1149,NA
"580","003580","넥스트사이언스","코스피","광업",6980,30,221424425060,"2019-06-07","-",5200,"-","-","3,056","1.7",0,0,1529,NA
"581","228850","레이언스","코스닥","의료·정밀기기",13250,-250,219830935500,"2019-06-07","-",14150,"984","14.38","10,962","1.29",100,0.71,1176,NA
"582","208340","파멥신","코스닥","제약",31650,0,218727104850,"2019-06-07","-",60300,"-","-","9,521","6.33",0,0,1097,NA
"583","125210","아모그린텍","코스닥","IT H/W",13200,0,217757628000,"2019-06-07","-",13300,"-","-","125","106.4",0,0,924,NA
"584","001130","대한제분","코스피","음식료품",127500,2500,2.15475e+11,"2019-06-07","-",204000,"30,882","6.61","443,198","0.46",2500,1.23,1391,NA
"585","003545","대신증권우","코스피","금융업",8260,220,2.1476e+11,"2019-06-07","-",9280,"-","-","-","-",670,7.22,1523,NA
"586","229640","LS전선아시아","코스피","금융업",7000,180,214374153000,"2019-06-07","-",7130,"323","22.07","4,078","1.75",160,2.24,2167,NA
"587","082800","루미마이크로","코스닥","IT H/W",1730,30,214361068360,"2019-06-07","-",1890,"-","-","919","2.06",0,0,685,NA
"588","035890","서희건설","코스닥","건설",1035,10,214329029580,"2019-06-07","-",1315,"208","6.32","1,617","0.81",15,1.14,227,NA
"589","216050","인크로스","코스닥","기타서비스",26600,1400,214310268200,"2019-06-07","-",24600,"1,096","22.45","7,856","3.13",0,0,1125,NA
"590","011040","경동제약","코스닥","제약",8070,10,214258500000,"2019-06-07","-",9050,"222","40.77","7,974","1.13",300,3.31,50,NA
"591","183300","코미코","코스닥","IT H/W",24350,400,213671250000,"2019-06-07","-",28100,"3,363","8.36","10,722","2.62",400,1.42,1039,NA
"592","033500","동성화인텍","코스닥","화학",7850,230,211821330650,"2019-06-07","-",8620,"-","-","2,740","3.15",0,0,210,NA
"593","089980","상아프론테크","코스닥","화학",13700,50,211675754500,"2019-06-07","-",16800,"854","19.67","8,358","2.01",160,0.95,742,NA
"594","016450","한세예스24홀딩스","코스피","섬유의복",5240,420,2.096e+11,"2019-06-07","-",8660,"-","-","6,511","1.33",220,2.54,1838,NA
"595","039860","나노엔텍","코스닥","의료·정밀기기",7880,30,209439580760,"2019-06-07","-",4805,"129","37.25","1,337","3.59",0,0,304,NA
"596","052710","아모텍","코스닥","IT H/W",21450,1050,208996058700,"2019-06-07","-",22150,"730","30.34","20,260","1.09",0,0,437,NA
"597","063570","한국전자금융","코스닥","통신방송서비스",6120,200,208984095360,"2019-06-07","-",8750,"702","12.46","4,546","1.92",110,1.26,533,NA
"598","015360","예스코홀딩스","코스피","금융업",34550,550,2.073e+11,"2019-06-07","-",41050,"1,625","25.26","97,699","0.42",1500,3.65,1828,NA
"599","079940","가비아","코스닥","IT S/W & SVC",15300,900,207095965200,"2019-06-07","-",8870,"576","15.4","4,640","1.91",30,0.34,665,NA
"600","036030","KTH","코스닥","유통",5790,360,206789977380,"2019-06-07","-",4395,"25","175.8","5,793","0.76",0,0,235,NA
"601","232140","와이아이케이","코스닥","IT H/W",3250,190,206428361750,"2019-06-07","-",2635,"477","5.52","1,783","1.48",0,0,1180,NA
"602","214420","토니모리","코스피","화학",11700,400,2.06388e+11,"2019-06-07","-",10600,"-","-","5,966","1.78",100,0.94,2164,NA
"603","222800","심텍","코스닥","IT H/W",9050,290,205914278950,"2019-06-07","-",5950,"208","28.61","8,739","0.68",160,2.69,1152,NA
"604","298690","에어부산","코스피","운수창고업",3950,-10,205676500000,"2019-06-07","-",6920,"430","16.09","2,925","2.37",100,1.45,2200,NA
"605","025320","시노펙스","코스닥","IT H/W",2830,-15,205347992240,"2019-06-07","-",2890,"10","289","976","2.96",0,0,140,NA
"606","121800","비덴트","코스닥","IT H/W",6030,290,204968883690,"2019-06-07","-",6020,"2,571","2.34","8,693","0.69",0,0,902,NA
"607","155650","와이엠씨","코스닥","IT H/W",10250,550,204737169500,"2019-06-07","-",6570,"813","8.08","4,271","1.54",200,3.04,1001,NA
"608","065950","웰크론","코스닥","섬유·의류",7250,-60,204676939500,"2019-06-07","-",3560,"222","16.04","2,297","1.55",0,0,567,NA
"609","143160","아이디스","코스닥","IT H/W",19050,750,204147229500,"2019-06-07","-",26200,"420","62.38","14,166","1.85",250,0.95,979,NA
"610","101530","해태제과식품","코스피","음식료품",7010,40,204108922220,"2019-06-07","-",9500,"92","103.26","9,832","0.97",150,1.58,2085,NA
"611","109960","에이프로젠 H&G","코스닥","유통",1140,263,203712547380,"2019-06-07","-",711,"71","10.01","1,217","0.58",0,0,864,NA
"612","001200","유진투자증권","코스피","금융업",2100,90,203419477800,"2019-06-07","-",2610,"480","5.44","7,760","0.34",60,2.3,1393,NA
"613","009580","무림P&P","코스피","종이목재",3260,60,203320736240,"2019-06-07","-",5260,"1,119","4.7","9,889","0.53",250,4.75,1732,NA
"614","041190","우리기술투자","코스닥","금융",2420,100,2.0328e+11,"2019-06-07","-",3765,"129","29.19","779","4.83",10,0.27,314,NA
"615","052400","코나아이","코스닥","IT S/W & SVC",13050,0,203046489900,"2019-06-07","-",17450,"-","-","5,892","2.96",0,0,432,NA
"616","203690","프로스테믹스","코스닥","제약",4440,140,202910814960,"2019-06-07","-",5070,"-","-","703","7.21",0,0,1082,NA
"617","000970","한국주철관","코스피","철강금속",8860,-90,202012430000,"2019-06-07","-",9910,"551","17.99","11,194","0.89",200,2.02,1380,NA
"618","005420","코스모화학","코스피","화학",7720,80,201575569000,"2019-06-07","-",13250,"-","-","6,236","2.12",0,0,1609,NA
"619","110790","크리스에프앤씨","코스닥","섬유·의류",17150,150,200920482000,"2019-06-07","-",23200,"3,160","7.34","17,486","1.33",280,1.21,866,NA
"620","238090","앤디포스","코스닥","비금속",3940,5,200543115920,"2019-06-07","-",5310,"-","-","2,018","2.63",26,0.49,1189,NA
"621","243840","신흥에스이씨","코스닥","IT H/W",29800,350,200322305000,"2019-06-07","-",39750,"1,468","27.08","12,812","3.1",150,0.38,1204,NA
"622","027050","코리아나","코스닥","화학",4995,145,1.998e+11,"2019-06-07","-",4105,"56","73.3","1,953","2.1",0,0,154,NA
"623","031330","에스에이엠티","코스닥","유통",1995,55,199490158665,"2019-06-07","-",2055,"321","6.4","2,142","0.96",130,6.33,174,NA
"624","166480","코아스템","코스닥","제약",12650,150,198825616000,"2019-06-07","-",11550,"-","-","3,960","2.92",0,0,1012,NA
"625","299660","셀리드","코스닥","기타서비스",20600,50,198763055200,"2019-06-07","-",36400,"-","-","1,644","22.14",0,0,1296,NA
"626","080420","모다이노칩","코스닥","IT H/W",2470,25,196912406340,"2019-06-07","-",4635,"347","13.36","4,317","1.07",0,0,673,NA
"627","207760","미스터블루","코스닥","IT S/W & SVC",8030,390,196855482120,"2019-06-07","-",3280,"113","29.03","1,309","2.51",20,0.61,1095,NA
"628","094280","효성ITX","코스피","서비스업",17000,-150,196489400000,"2019-06-07","-",10350,"621","16.67","3,844","2.69",500,4.83,2071,NA
"629","136490","선진","코스피","음식료품",8260,160,196419529040,"2019-06-07","-",12250,"754","16.25","13,312","0.92",50,0.41,2123,NA
"630","104480","티케이케미칼","코스닥","화학",2160,90,196334137440,"2019-06-07","-",3120,"329","9.48","2,856","1.09",0,0,842,NA
"631","004710","한솔테크닉스","코스피","전기전자",6100,480,195870255800,"2019-06-07","-",7850,"-","-","8,394","0.94",0,0,1574,NA
"632","067290","JW신약","코스닥","제약",4700,55,195835680200,"2019-06-07","-",5950,"-","-","804","7.4",60,1.01,589,NA
"633","042520","한스바이오메드","코스닥","제약",19700,-50,195078343800,"2019-06-07","-",25100,"417","60.19","6,625","3.79",100,0.4,332,NA
"634","067080","대화제약","코스닥","제약",10700,200,195007221800,"2019-06-07","-",17250,"376","45.88","4,218","4.09",150,0.87,585,NA
"635","200670","휴메딕스","코스닥","제약",19550,-150,194936842700,"2019-06-07","-",26850,"966","27.8","10,262","2.62",600,2.23,1076,NA
"636","067900","와이엔텍","코스닥","기타서비스",10650,350,193826368350,"2019-06-07","-",7560,"496","15.24","6,406","1.18",0,0,596,NA
"637","035510","신세계 I&C","코스피","서비스업",112000,-500,1.9264e+11,"2019-06-07","-",123500,"17,877","6.91","111,785","1.1",1500,1.21,1951,NA
"638","049070","인탑스","코스닥","IT H/W",11200,650,1.9264e+11,"2019-06-07","-",20750,"1,314","15.79","23,429","0.89",200,0.96,394,NA
"639","200780","비씨월드제약","코스닥","제약",21950,-350,192587500100,"2019-06-07","-",19500,"1,128","17.29","11,162","1.75",100,0.51,1078,NA
"640","028100","동아지질","코스피","건설업",16700,-250,1.9205e+11,"2019-06-07","-",20750,"1,658","12.52","15,197","1.37",200,0.96,1910,NA
"641","270870","뉴트리","코스닥","음식료·담배",21150,-150,191888112600,"2019-06-07","-",17450,"313","55.75","5,420","3.22",100,0.57,1263,NA
"642","067000","조이시티","코스닥","IT S/W & SVC",13700,1250,191355585700,"2019-06-07","-",6500,"-","-","2,257","2.88",0,0,583,NA
"643","058400","KNN","코스닥","통신방송서비스",1440,330,190698796800,"2019-06-07","-",883,"59","14.97","1,439","0.61",25,2.83,497,NA
"644","071200","인피니트헬스케어","코스닥","IT S/W & SVC",7800,1260,190292372400,"2019-06-07","-",6290,"202","31.14","3,168","1.99",0,0,616,NA
"645","004980","성신양회","코스피","비금속광물",7760,-70,190244726480,"2019-06-07","-",8950,"669","13.38","15,319","0.58",150,1.68,1587,NA
"646","136540","윈스","코스닥","IT S/W & SVC",15650,700,189984160950,"2019-06-07","-",17050,"1,075","15.86","8,438","2.02",320,1.88,955,NA
"647","018120","진로발효","코스닥","음식료·담배",28600,-150,189364032000,"2019-06-07","-",29500,"1,869","15.78","13,340","2.21",1200,4.07,82,NA
"648","003070","코오롱글로벌","코스피","건설업",7500,120,189078285000,"2019-06-07","-",9610,"569","16.89","17,342","0.55",100,1.04,1497,NA
"649","001940","KISCO홀딩스","코스피","철강금속",10200,200,188459076000,"2019-06-07","-",13700,"1,658","8.26","42,154","0.32",280,2.04,1441,NA
"650","078150","HB테크놀러지","코스닥","기계·장비",2375,75,187602261750,"2019-06-07","-",3450,"88","39.2","1,960","1.76",20,0.58,649,NA
"651","011760","현대상사","코스피","유통업",14150,-50,187189868900,"2019-06-07","-",21900,"-","-","23,039","0.95",600,2.74,1779,NA
"652","023160","태광","코스닥","금속",7060,200,1.8709e+11,"2019-06-07","-",10250,"388","26.42","16,001","0.64",75,0.73,119,NA
"653","214180","민앤지","코스닥","IT S/W & SVC",14750,-200,187066521000,"2019-06-07","-",24600,"1,074","22.91","7,545","3.26",260,1.06,1108,NA
"654","067990","도이치모터스","코스닥","유통",6670,30,187009091150,"2019-06-07","-",11450,"1,328","8.62","6,837","1.67",0,0,598,NA
"655","137400","피엔티","코스닥","기계·장비",9350,50,186997110850,"2019-06-07","-",5240,"114","45.96","4,370","1.2",0,0,956,NA
"656","007810","코리아써키트","코스피","전기전자",7890,100,186367725390,"2019-06-07","-",5600,"-","-","12,117","0.46",0,0,1685,NA
"657","007110","일신석재","코스피","유통업",2400,15,185895864000,"2019-06-07","-",2455,"5","491","659","3.73",0,0,1668,NA
"658","067280","멀티캠퍼스","코스닥","IT S/W & SVC",31150,800,184619165850,"2019-06-07","-",49950,"2,946","16.96","16,056","3.11",500,1,588,NA
"659","079980","휴비스","코스피","화학",5350,140,1.84575e+11,"2019-06-07","-",7230,"561","12.89","11,745","0.62",300,4.15,2034,NA
"660","214390","경보제약","코스피","의약품",7700,130,184082822000,"2019-06-07","-",9600,"549","17.49","6,233","1.54",200,2.08,2163,NA
"661","201490","미투온","코스닥","IT S/W & SVC",5860,150,183170532200,"2019-06-07","-",8060,"345","23.36","2,219","3.63",0,0,1079,NA
"662","029460","케이씨","코스피","의료정밀",13500,100,182979594000,"2019-06-07","-",13900,"15,646","0.89","26,927","0.52",220,1.58,1914,NA
"663","057500","SKC 솔믹스","코스닥","IT H/W",2960,30,182022358400,"2019-06-07","-",3235,"399","8.11","1,551","2.09",0,0,491,NA
"664","092230","KPX홀딩스","코스피","화학",43050,-50,181871010300,"2019-06-07","-",58000,"901","64.37","143,401","0.4",2600,4.48,2064,NA
"665","123040","엠에스오토텍","코스닥","운송장비·부품",5310,110,181743564600,"2019-06-07","-",3715,"129","28.8","3,031","1.23",50,1.35,914,NA
"666","131390","피앤이솔루션","코스닥","일반전기전자",12500,300,181536875000,"2019-06-07","-",12950,"766","16.91","4,556","2.84",100,0.77,945,NA
"667","005960","동부건설","코스피","건설업",8300,70,181177902900,"2019-06-07","-",7950,"3,507","2.27","17,157","0.46",300,3.77,1635,NA
"668","089970","에이피티씨","코스닥","기계·장비",7790,90,180997495050,"2019-06-07","-",6200,"799","7.76","2,299","2.7",200,3.23,741,NA
"669","050110","캠시스","코스닥","IT H/W",2685,65,180838960080,"2019-06-07","-",2450,"182","13.46","1,332","1.84",0,0,409,NA
"670","037950","엘컴텍","코스닥","IT H/W",2140,-5,180717690660,"2019-06-07","-",1745,"39","44.74","894","1.95",30,1.72,269,NA
"671","015860","일진홀딩스","코스피","금융업",3660,90,180611787780,"2019-06-07","-",3440,"-","-","5,493","0.63",70,2.03,1832,NA
"672","001390","KG케미칼","코스피","화학",13850,400,180233263200,"2019-06-07","-",13200,"274","48.18","19,845","0.67",350,2.65,1404,NA
"673","003570","S&T중공업","코스피","운수장비",5420,30,180229617740,"2019-06-07","-",6980,"716","9.75","18,284","0.38",200,2.87,1528,NA
"674","091810","티웨이항공","코스피","운수창고업",3830,-10,179913529960,"2019-06-07","-",7030,"946","7.43","4,805","1.46",0,0,2061,NA
"675","036630","세종텔레콤","코스닥","통신방송서비스",299,6,179497511674,"2019-06-07","-",514,"-","-","553","0.93",0,0,249,NA
"676","000430","대원강업","코스피","운수장비",2895,25,1.7949e+11,"2019-06-07","-",4360,"281","15.52","7,509","0.58",115,2.64,1354,NA
"677","045100","한양이엔지","코스닥","기타서비스",9940,420,1.7892e+11,"2019-06-07","-",13400,"4,359","3.07","16,968","0.79",400,2.99,358,NA
"678","001270","부국증권","코스피","금융업",17250,-150,178880533500,"2019-06-07","-",20500,"3,194","6.42","34,534","0.59",1200,5.85,1398,NA
"679","023910","대한약품","코스닥","제약",29800,100,1.788e+11,"2019-06-07","-",35500,"4,753","7.47","23,394","1.52",300,0.85,128,NA
"680","102260","동성코퍼레이션","코스피","서비스업",3930,130,178598732100,"2019-06-07","-",5790,"-","-","6,223","0.93",200,3.45,2086,NA
"681","002030","아세아","코스피","서비스업",81400,500,178349353600,"2019-06-07","-",111500,"26,329","4.23","336,112","0.33",1750,1.57,1444,NA
"682","071055","한국금융지주우","코스피","금융업",30350,700,177797917850,"2019-06-07","-",43900,"-","-","-","-",1862,4.24,2011,NA
"683","145210","세화아이엠씨","코스피","기계",2990,0,177612180330,"2019-06-07","관리종목",2990,"-","-","924","3.24",0,0,2132,NA
"684","033920","무학","코스피","음식료품",6230,320,1.77555e+11,"2019-06-07","-",10900,"-","-","17,770","0.61",350,3.21,1937,NA
"685","289080","SV인베스트먼트","코스닥","금융",3335,0,177535390000,"2019-06-07","-",2600,"136","19.12","516","5.04",0,0,1280,NA
"686","206650","유바이오로직스","코스닥","제약",6620,20,177366303660,"2019-06-07","-",7790,"151","51.59","940","8.29",0,0,1094,NA
"687","005950","이수화학","코스피","화학",11600,800,177224800000,"2019-06-07","-",9460,"469","20.17","20,199","0.47",400,4.23,1634,NA
"688","123420","선데이토즈","코스닥","IT S/W & SVC",18400,300,176085092800,"2019-06-07","-",20350,"1,060","19.2","14,313","1.42",0,0,918,NA
"689","068930","디지털대성","코스닥","기타서비스",7790,210,176047947170,"2019-06-07","-",9960,"305","32.66","3,043","3.27",200,2.01,604,NA
"690","086980","쇼박스","코스닥","오락·문화",2810,75,1.75906e+11,"2019-06-07","-",3265,"70","46.64","2,248","1.45",50,1.53,721,NA
"691","267850","아시아나IDT","코스피","서비스업",15800,300,1.7538e+11,"2019-06-07","-",22700,"1,542","14.72","13,924","1.63",500,2.2,2180,NA
"692","104700","한국철강","코스피","철강금속",3800,25,1.7499e+11,"2019-06-07","-",6450,"264","24.43","15,575","0.41",200,3.1,2092,NA
"693","180400","캔서롭","코스닥","기타서비스",7740,0,174809664720,"2019-06-07","관리종목",7740,"-","-","1,650","4.69",0,0,1034,NA
"694","217730","강스템바이오텍","코스닥","제약",8330,140,174758710210,"2019-06-07","-",19050,"-","-","2,290","8.32",0,0,1133,NA
"695","225530","보광산업","코스닥","비금속",4820,15,174054215060,"2019-06-07","-",4470,"132","33.86","1,671","2.68",50,1.12,1161,NA
"696","006620","동구바이오제약","코스닥","제약",18000,350,1.72872e+11,"2019-06-07","-",19050,"489","38.96","7,507","2.54",0,0,27,NA
"697","014620","성광벤드","코스닥","금속",6020,40,1.72172e+11,"2019-06-07","-",10750,"-","-","15,246","0.71",100,0.93,66,NA
"698","004360","세방","코스피","운수창고업",8860,200,171074993400,"2019-06-07","-",13750,"1,908","7.21","35,378","0.39",175,1.27,1558,NA
"699","077500","유니퀘스트","코스피","유통업",6270,50,170777400750,"2019-06-07","-",7180,"449","15.99","6,917","1.04",100,1.39,2023,NA
"700","063160","종근당바이오","코스피","의약품",31100,350,170613418200,"2019-06-07","-",25550,"1,551","16.47","28,236","0.9",200,0.78,1994,NA
"701","089010","켐트로닉스","코스닥","화학",11700,-100,170495851500,"2019-06-07","-",10100,"88","114.77","5,700","1.77",0,0,731,NA
"702","003350","한국화장품제조","코스피","화학",37550,1500,170176600000,"2019-06-07","-",30200,"915","33.01","11,096","2.72",100,0.33,1509,NA
"703","123860","아나패스","코스닥","IT H/W",16750,550,169638975000,"2019-06-07","-",35000,"-","-","6,840","5.12",250,0.71,922,NA
"704","035620","바른손이앤에이","코스닥","IT S/W & SVC",2305,75,169356424415,"2019-06-07","-",2680,"1,253","2.14","1,315","2.04",0,0,224,NA
"705","036190","금화피에스시","코스닥","건설",28200,250,1.692e+11,"2019-06-07","-",33250,"6,615","5.03","36,741","0.9",1300,3.91,240,NA
"706","106240","파인테크닉스","코스닥","IT H/W",3940,180,168802917200,"2019-06-07","-",1580,"-","-","1,234","1.28",0,0,851,NA
"707","241820","피씨엘","코스닥","제약",17700,650,168654396900,"2019-06-07","-",9730,"-","-","1,090","8.93",0,0,1201,NA
"708","095570","AJ네트웍스","코스피","서비스업",3590,65,168092039050,"2019-06-07","-",5410,"1,124","4.81","7,231","0.75",100,1.85,2072,NA
"709","161580","필옵틱스","코스닥","IT H/W",8910,210,167764830750,"2019-06-07","-",7770,"-","-","3,832","2.03",0,0,1010,NA
"710","032850","비트컴퓨터","코스닥","IT S/W & SVC",10050,820,167064094650,"2019-06-07","-",4715,"-","-","2,531","1.86",0,0,192,NA
"711","054050","농우바이오","코스닥","농림업",10400,100,166717834400,"2019-06-07","-",11350,"1,850","6.14","14,207","0.8",350,3.08,464,NA
"712","159580","제로투세븐","코스닥","유통",8310,30,166471205160,"2019-06-07","-",12400,"-","-","3,160","3.92",0,0,1004,NA
"713","009520","포스코엠텍","코스닥","금속",3955,15,164696890365,"2019-06-07","-",6050,"339","17.85","2,119","2.86",80,1.32,91,NA
"714","086820","바이오솔루션","코스닥","제약",20350,500,164660519100,"2019-06-07","-",41300,"201","205.47","6,252","6.61",0,0,717,NA
"715","176440","에이치엔티","코스닥","IT H/W",1920,0,164619542400,"2019-06-07","-",14200,"18","788.89","3,616","3.93",0,0,1026,NA
"716","083550","케이엠","코스닥","섬유·의류",16000,250,164512448000,"2019-06-07","-",8230,"485","16.97","7,605","1.08",50,0.61,692,NA
"717","013030","하이록코리아","코스닥","금속",12050,350,164039445600,"2019-06-07","-",16750,"848","19.75","24,637","0.68",500,2.99,57,NA
"718","036580","팜스코","코스피","음식료품",4455,-25,163622986065,"2019-06-07","-",6770,"105","64.48","8,326","0.81",50,0.74,1956,NA
"719","290720","푸드나무","코스닥","유통",24000,-450,163344816000,"2019-06-07","-",23500,"1,058","22.21","7,046","3.34",100,0.43,1288,NA
"720","063080","게임빌","코스닥","IT S/W & SVC",24750,-50,163231002000,"2019-06-07","-",43350,"-","-","35,689","1.21",0,0,530,NA
"721","011390","부산산업","코스피","비금속광물",154000,-1000,1.62624e+11,"2019-06-07","-",121000,"2,868","42.19","49,551","2.44",250,0.21,1774,NA
"722","007160","사조산업","코스피","어업",32500,2750,1.625e+11,"2019-06-07","-",54400,"7,202","7.55","83,527","0.65",250,0.46,1670,NA
"723","005390","신성통상","코스피","유통업",1130,70,162390480700,"2019-06-07","-",964,"52","18.54","1,602","0.6",0,0,1608,NA
"724","298040","효성중공업","코스피","전기전자",17400,950,162247135200,"2019-06-07","-",34100,"204","167.16","97,004","0.35",0,0,2198,NA
"725","036810","에프에스티","코스닥","IT H/W",8000,120,161870512000,"2019-06-07","-",8320,"941","8.84","4,722","1.76",80,0.96,255,NA
"726","044450","KSS해운","코스피","운수창고업",6950,50,161141866000,"2019-06-07","-",6960,"914","7.61","10,756","0.65",230,3.3,1968,NA
"727","091590","남화토건","코스닥","건설",13700,0,1.60838e+11,"2019-06-07","-",8950,"50","179","10,942","0.82",70,0.78,755,NA
"728","142280","녹십자엠에스","코스닥","제약",7590,-40,160280177970,"2019-06-07","-",9760,"-","-","1,605","6.08",0,0,977,NA
"729","215360","우리산업","코스닥","운송장비·부품",17550,250,160269460650,"2019-06-07","-",26300,"1,338","19.66","11,913","2.21",100,0.38,1120,NA
"730","099320","쎄트렉아이","코스닥","IT H/W",21950,-150,159543289650,"2019-06-07","-",22200,"647","34.31","7,986","2.78",210,0.95,809,NA
"731","061250","화일약품","코스닥","제약",9180,-160,158751107820,"2019-06-07","-",6780,"375","18.08","7,026","0.96",150,2.21,527,NA
"732","000700","유수홀딩스","코스피","서비스업",6090,0,158594635080,"2019-06-07","-",8100,"361","22.44","8,396","0.96",0,0,1368,NA
"733","077970","STX엔진","코스피","기계",6890,-230,158531348560,"2019-06-07","-",7290,"1,213","6.01","7,999","0.91",0,0,2024,NA
"734","072020","중앙백신","코스닥","제약",15900,200,1.58364e+11,"2019-06-07","-",21600,"371","58.22","8,535","2.53",50,0.23,621,NA
"735","007820","에스엠코어","코스닥","기계·장비",7890,330,158067833940,"2019-06-07","-",10300,"76","135.53","3,774","2.73",50,0.49,37,NA
"736","263690","디알젬","코스닥","의료·정밀기기",13950,250,157992259500,"2019-06-07","-",10300,"466","22.1","2,532","4.07",50,0.49,1240,NA
"737","091090","세원셀론텍","코스피","기계",2590,35,157966151280,"2019-06-07","-",3430,"-","-","2,752","1.25",0,0,2060,NA
"738","010955","S-Oil우","코스피","화학",39250,750,157860634750,"2019-06-07","-",59300,"-","-","-","-",775,1.31,1759,NA
"739","175250","아이큐어","코스닥","제약",24400,650,157293868000,"2019-06-07","-",37850,"-","-","13,831","2.74",0,0,1025,NA
"740","016710","대성홀딩스","코스피","서비스업",9750,160,156872225250,"2019-06-07","-",7960,"1,214","6.56","25,661","0.31",250,3.14,1842,NA
"741","023760","한국캐피탈","코스닥","금융",497,11,156857959272,"2019-06-07","-",727,"102","7.13","1,520","0.48",20,2.75,124,NA
"742","151860","KG ETS","코스닥","기타서비스",4355,260,1.5678e+11,"2019-06-07","-",3625,"317","11.44","4,170","0.87",100,2.76,994,NA
"743","052420","오성첨단소재","코스닥","IT H/W",2530,100,156774549250,"2019-06-07","-",1860,"93","20","2,663","0.7",0,0,433,NA
"744","109740","디에스케이","코스닥","기계·장비",7670,-10,156121032210,"2019-06-07","-",11350,"980","11.58","5,191","2.19",0,0,861,NA
"745","290670","대보마그네틱","코스닥","기계·장비",23550,250,155829714150,"2019-06-07","-",49300,"1,254","39.31","9,191","5.36",0,0,1287,NA
"746","000540","흥국화재","코스피","금융업",2425,25,155788414125,"2019-06-07","-",4635,"695","6.67","10,466","0.44",0,0,1359,NA
"747","031980","피에스케이홀딩스","코스닥","IT H/W",7200,100,155249244000,"2019-06-07","-",9080,"3,227","2.81","16,372","0.55",400,4.41,178,NA
